aX,aY,aZ,gX,gY,gZ
-0.173,1.040,-0.404,66.711,-20.935,105.713
-0.252,0.932,0.123,70.007,7.202,61.768
-0.192,0.763,0.151,67.017,62.988,12.817
0.292,0.550,0.698,45.105,77.637,-7.202
0.147,0.805,0.576,8.179,27.588,8.911
-0.238,0.779,0.244,-7.690,-10.986,14.893
-0.103,0.757,0.068,-14.954,-22.827,14.404
-0.066,0.806,-0.003,-19.165,-26.611,6.592
-0.050,0.891,0.042,-18.372,-23.743,2.441
-0.005,1.018,0.089,-8.545,-18.982,3.845
0.007,1.021,0.121,-2.319,-10.620,-0.732
0.029,1.028,0.129,0.732,-3.479,-3.784
0.038,1.048,0.127,3.601,0.122,-3.357
0.035,1.048,0.104,6.226,0.549,-2.441
0.030,1.033,0.085,9.094,-1.465,0.061
0.021,1.003,0.082,11.475,-3.845,1.465
0.015,0.972,0.090,14.099,-4.700,1.648
0.016,0.959,0.102,18.066,-4.211,2.258
0.013,0.953,0.111,19.043,-3.235,2.380
0.008,0.944,0.123,16.968,-2.197,0.488
-0.002,0.929,0.128,14.832,-1.404,-1.343
-0.012,0.911,0.139,11.108,-0.366,-2.563
-0.022,0.908,0.149,7.751,0.671,-2.686
0.003,0.937,0.139,5.493,2.319,-2.869
0.036,0.969,0.129,4.150,3.357,-3.845
0.037,0.994,0.123,4.578,2.869,-4.578
0.036,1.001,0.128,5.798,3.113,-4.700
0.029,1.001,0.125,7.263,3.845,-4.395
0.026,0.995,0.111,8.545,4.456,-3.967
0.020,0.976,0.102,8.118,4.272,-3.479
0.003,0.962,0.104,6.836,3.601,-2.563
-0.014,0.934,0.116,5.249,2.747,-1.526
-0.024,0.913,0.127,3.174,2.930,-0.122
-0.029,0.907,0.127,0.732,3.113,0.793
-0.004,0.920,0.112,-1.343,3.296,0.916
0.005,0.927,0.110,-2.747,2.686,0.122
0.008,0.941,0.126,-3.662,2.319,-0.366
0.014,0.946,0.138,-3.906,2.502,-0.427
0.015,0.946,0.148,-3.296,2.930,-0.305
0.015,0.950,0.153,-2.747,3.540,-0.244
0.033,0.972,0.137,-1.892,4.883,-0.732
0.064,0.998,0.095,-0.793,5.066,-2.014
0.068,1.009,0.086,0.610,3.052,-3.601
0.049,1.010,0.100,1.770,0.854,-4.150
0.039,1.008,0.121,3.174,0.183,-3.662
0.036,0.998,0.137,4.456,0.610,-2.502
0.031,0.978,0.137,5.737,1.343,-1.526
0.029,0.968,0.129,6.958,1.587,-1.465
0.023,0.951,0.108,7.385,0.916,-2.075
0.001,0.928,0.109,6.592,-0.244,-2.747
-0.004,0.924,0.122,5.005,-0.916,-2.747
0.001,0.929,0.128,3.784,-0.854,-2.258
0.006,0.931,0.130,2.808,-0.732,-1.648
0.013,0.937,0.129,1.953,-0.793,-1.160
0.020,0.949,0.125,1.587,-0.916,-0.549
0.025,0.957,0.119,1.343,-1.160,-0.366
0.029,0.960,0.116,1.099,-1.343,-0.427
0.017,0.961,0.125,1.038,-1.709,-0.488
0.016,0.957,0.128,1.038,-1.404,-0.427
0.017,0.954,0.125,1.221,-0.793,-0.366
0.012,0.950,0.126,1.709,-0.671,-0.488
0.008,0.949,0.126,2.197,-0.488,-0.488
0.008,0.948,0.128,2.441,-0.244,-0.549
0.016,0.952,0.121,2.258,0.000,-0.671
0.007,0.946,0.127,2.075,0.061,-0.916
0.003,0.949,0.130,1.526,0.305,-0.610
0.017,0.957,0.123,1.282,0.854,-0.244
0.021,0.960,0.118,1.038,0.793,-0.366
0.022,0.964,0.119,1.160,0.305,-0.427
0.018,0.958,0.127,1.831,0.244,-0.427
0.016,0.955,0.131,2.258,0.854,-0.061
0.020,0.954,0.132,2.197,1.526,0.244
0.026,0.959,0.125,1.953,1.770,0.061
0.031,0.961,0.117,2.136,1.343,-0.610
0.024,0.955,0.119,2.380,0.671,-1.038
0.022,0.953,0.125,1.770,0.549,-0.916
0.026,0.953,0.128,1.282,0.916,-0.610
0.018,0.950,0.131,1.465,1.099,-0.122
0.012,0.946,0.139,1.465,1.282,0.061
0.009,0.941,0.143,1.038,1.831,0.122
0.013,0.949,0.135,0.732,2.441,0.000
0.046,0.970,0.102,0.793,2.197,-0.305
0.046,0.983,0.096,0.916,0.610,-1.099
0.038,0.986,0.112,0.854,-1.160,-1.465
0.030,0.975,0.135,1.160,-1.770,-0.916
0.022,0.964,0.142,1.282,-1.160,-0.305
0.022,0.958,0.139,1.282,-0.244,0.000
0.024,0.955,0.135,1.770,0.244,-0.305
0.014,0.941,0.133,2.625,-0.061,-0.854
0.004,0.935,0.132,2.747,-0.122,-0.916
0.005,0.930,0.138,2.380,0.122,-0.793
0.013,0.936,0.137,2.258,0.427,-0.549
0.020,0.945,0.133,1.953,0.244,-0.610
0.022,0.956,0.129,1.465,0.183,-0.671
0.021,0.957,0.127,1.404,-0.061,-0.610
0.019,0.958,0.126,1.160,0.000,-0.427
0.020,0.960,0.126,0.793,0.305,-0.305
0.020,0.957,0.128,0.305,0.183,-0.366
0.018,0.956,0.133,0.244,-0.061,-0.244
0.017,0.954,0.133,0.366,-0.061,-0.488
0.013,0.952,0.134,0.183,-0.183,-0.610
0.018,0.955,0.133,0.061,-0.244,-0.549
0.026,0.957,0.129,0.000,-0.244,-0.549
0.029,0.965,0.124,0.244,-0.549,-0.732
0.029,0.963,0.126,0.793,-0.793,-0.854
0.027,0.963,0.125,1.465,-0.793,-0.549
0.027,0.958,0.124,2.014,-0.427,-0.061
0.022,0.954,0.132,1.404,-0.122,0.122
0.024,0.954,0.130,0.732,0.061,-0.061
0.026,0.953,0.126,1.221,0.061,-0.183
0.022,0.950,0.127,1.160,-0.122,-0.549

4.000,3.998,2.982,-555.847,294.373,60.547
-0.219,2.976,0.839,-223.083,42.969,193.359
-0.299,1.500,-0.219,-157.043,23.437,136.108
0.974,1.584,-0.878,71.045,-4.089,7.080
1.005,1.747,-0.907,108.154,-46.692,-104.126
0.478,1.250,-0.352,103.027,-82.825,-150.757
-0.008,0.798,0.135,66.467,-64.026,-123.169
0.282,0.955,-0.234,71.838,0.488,-81.726
0.055,0.314,0.675,55.298,-8.850,-77.576
-0.196,0.493,0.381,-35.767,45.593,18.433
-0.033,0.599,0.014,-29.419,78.796,100.830
-0.206,0.840,-0.013,-31.860,37.109,125.427
-0.217,0.890,-0.028,-27.405,0.793,94.421
-0.103,0.829,0.012,-15.076,-17.822,48.157
-0.070,0.867,0.100,-5.737,-26.123,19.897
-0.027,0.908,0.166,-1.221,-25.818,3.357
-0.008,0.963,0.191,2.075,-18.860,-7.568
0.001,1.000,0.143,6.226,-8.545,-11.475
0.012,1.014,0.117,11.169,-6.287,-10.376
0.031,1.048,0.087,18.127,-7.568,-8.728
0.040,1.062,0.087,25.452,-10.803,-7.629
0.041,1.069,0.088,29.907,-12.573,-4.150
0.021,1.059,0.122,31.677,-12.146,-2.136
0.013,1.027,0.101,25.146,-5.920,-6.287
0.027,0.985,0.105,18.188,-0.061,-10.498
0.009,0.931,0.082,6.226,5.005,-8.789
0.000,0.908,0.107,-2.380,4.517,1.831
-0.015,0.882,0.123,-5.615,2.930,8.789
-0.023,0.884,0.146,-4.578,2.136,11.719
-0.019,0.895,0.138,-3.113,2.808,8.789
0.005,0.921,0.114,-1.160,2.747,3.906
0.026,0.936,0.110,1.099,2.319,-1.526
0.026,0.957,0.140,2.930,2.075,-3.235
0.028,0.959,0.155,2.502,3.784,-2.991
0.018,0.955,0.158,1.953,5.798,-2.319
0.006,0.947,0.155,1.526,8.118,-0.854
0.009,0.958,0.130,0.610,10.681,1.099
0.036,0.974,0.066,0.305,11.536,1.465
0.062,0.997,0.022,-0.122,8.911,0.061
0.044,1.011,0.055,-0.488,3.967,-1.709
0.033,1.007,0.091,-0.793,1.221,-2.014
0.030,0.986,0.123,-0.061,0.122,-0.549
0.024,0.959,0.138,0.000,0.122,1.099
0.018,0.939,0.139,-0.427,0.732,2.075
0.018,0.938,0.130,-0.793,1.343,2.197
0.023,0.950,0.117,-1.038,1.587,1.465
0.051,0.975,0.082,-0.549,0.854,0.000
0.056,0.991,0.082,1.099,-1.038,-1.648
0.052,1.004,0.106,3.601,-2.625,-1.953
0.055,1.004,0.125,6.165,-2.991,-1.282
0.055,0.995,0.130,7.874,-2.319,-0.305
0.042,0.981,0.129,8.667,-1.648,0.305
0.027,0.959,0.134,9.460,-1.404,0.183
0.018,0.948,0.136,10.071,-1.160,0.061
0.028,0.948,0.120,10.559,-1.099,-0.549
0.022,0.935,0.119,10.803,-1.892,-1.404
0.007,0.932,0.127,9.583,-2.686,-1.953
0.004,0.929,0.139,8.301,-2.930,-2.014
-0.005,0.915,0.149,6.958,-2.625,-1.465
-0.003,0.924,0.145,5.676,-1.709,-0.977
0.012,0.936,0.124,4.822,-0.732,-0.488
0.017,0.945,0.122,4.150,-0.854,-0.793
0.016,0.947,0.130,3.296,-1.282,-0.854
0.015,0.945,0.141,2.502,-1.709,-0.488
0.007,0.938,0.145,1.953,-1.648,-0.061
0.001,0.926,0.150,1.221,-0.854,0.122
-0.009,0.916,0.156,0.549,0.000,0.183
-0.017,0.910,0.158,-0.244,1.160,0.488
-0.018,0.923,0.138,-0.977,2.380,0.549
0.011,0.943,0.106,-1.099,2.625,0.244
0.025,0.965,0.102,-1.282,1.404,-0.366
0.025,0.978,0.118,-1.404,0.122,-0.793
0.030,0.984,0.134,-1.465,-0.061,-0.671
0.043,0.988,0.133,-1.038,0.122,-0.061
0.050,0.990,0.128,-0.488,0.183,0.061
0.050,0.984,0.123,0.305,-0.122,-0.061
0.041,0.972,0.123,1.343,-0.549,-0.427
0.033,0.960,0.120,2.502,-1.038,-0.793
0.017,0.946,0.134,3.418,-1.160,-0.977
0.007,0.941,0.140,3.662,-0.366,-0.854
0.015,0.938,0.142,3.784,1.038,-0.488
0.026,0.941,0.129,3.296,1.770,-0.671
0.027,0.949,0.123,2.686,1.160,-0.977
0.024,0.952,0.126,2.747,0.488,-1.404
0.019,0.952,0.131,2.563,0.000,-1.343
0.015,0.955,0.134,2.319,0.061,-1.099
0.020,0.958,0.133,2.136,0.183,-1.038
0.020,0.961,0.134,1.831,0.366,-1.038
0.016,0.965,0.133,1.831,0.305,-1.099
0.012,0.960,0.133,2.014,0.366,-1.404
0.015,0.958,0.133,2.075,0.366,-1.709
0.012,0.953,0.137,2.197,0.244,-1.587
0.006,0.949,0.142,2.319,0.244,-1.526
0.006,0.946,0.138,2.747,0.549,-1.343
0.009,0.944,0.134,2.930,0.916,-1.038
0.014,0.949,0.131,2.747,1.099,-0.610
0.021,0.957,0.129,2.747,1.038,-0.427
0.025,0.956,0.127,2.625,0.916,-0.366
0.019,0.951,0.127,2.197,0.610,-0.488
0.017,0.952,0.132,1.465,0.244,-0.366
0.018,0.950,0.134,1.160,0.183,-0.366
0.019,0.951,0.133,0.977,0.061,-0.732
0.018,0.949,0.135,1.099,-0.061,-1.099
0.017,0.952,0.139,1.343,0.000,-1.343
0.023,0.953,0.132,1.709,0.183,-1.343
0.024,0.953,0.130,1.770,0.061,-1.587
0.019,0.957,0.134,1.465,-0.061,-1.709
0.017,0.950,0.139,1.221,-0.061,-1.465
0.017,0.950,0.139,1.343,0.000,-1.221
0.022,0.953,0.137,1.465,0.244,-1.099
0.027,0.961,0.134,1.587,0.244,-1.038
0.031,0.964,0.130,1.831,0.122,-1.221
0.030,0.964,0.133,2.197,-0.122,-1.404
0.024,0.958,0.138,2.380,-0.122,-1.282
0.023,0.955,0.136,2.380,-0.061,-1.038
0.024,0.956,0.134,1.953,0.122,-1.038
0.027,0.956,0.132,1.892,0.183,-1.221
0.026,0.954,0.132,2.258,0.244,-1.343
0.023,0.951,0.138,2.502,0.305,-1.221

4.000,-0.141,3.697,-1011.658,674.011,67.749
1.321,4.000,-0.243,-484.741,96.069,263.550
-1.253,2.425,2.071,-261.414,-250.977,276.733
0.679,1.514,-0.334,13.977,-52.063,136.963
1.448,1.794,-1.472,164.856,15.198,-63.477
0.915,1.830,-0.476,119.812,-34.424,-146.545
0.492,1.726,0.286,80.566,-29.175,-139.221
0.449,0.727,0.040,90.576,27.893,-135.742
-0.029,0.386,0.335,-20.813,43.030,-17.395
0.047,0.575,0.325,-10.315,50.781,127.075
-0.166,1.050,0.331,27.039,29.846,179.626
-0.331,0.794,0.276,23.132,18.188,115.234
-0.289,0.629,0.018,16.663,17.517,48.889
-0.222,0.556,-0.082,22.888,-2.502,19.043
-0.257,0.685,0.026,20.264,-29.419,8.911
-0.227,0.696,0.174,11.414,-33.691,-5.493
-0.147,0.794,0.197,5.859,-21.423,-12.939
-0.087,0.860,0.282,2.563,-15.930,-20.691
-0.052,0.937,0.297,-0.793,-14.832,-21.606
-0.015,1.012,0.329,-0.244,-14.587,-15.137
0.034,1.092,0.256,-4.883,-7.263,-12.024
0.047,1.115,0.189,-10.071,0.732,-9.155
0.052,1.139,0.177,-6.775,2.136,-5.615
0.048,1.136,0.174,0.549,2.625,-6.104
0.038,1.093,0.176,9.033,2.258,-5.920
0.012,1.042,0.196,15.808,-1.038,-4.028
-0.010,0.988,0.184,21.057,-2.502,-2.747
-0.042,0.922,0.183,23.987,-3.418,-3.479
-0.073,0.865,0.199,23.743,-4.089,-3.723
-0.089,0.818,0.213,20.813,-3.479,-2.441
-0.093,0.803,0.220,15.991,-1.831,-0.916
-0.080,0.818,0.220,11.536,-0.610,-0.244
-0.065,0.829,0.225,7.507,0.549,-0.671
-0.046,0.862,0.235,3.723,2.319,-1.038
-0.022,0.898,0.249,0.977,4.639,-1.343
-0.005,0.929,0.252,-0.183,6.592,-1.770
0.004,0.958,0.238,0.244,8.118,-2.136
0.014,0.986,0.211,1.282,8.972,-2.014
0.033,1.006,0.188,2.686,8.484,-1.343
0.027,1.017,0.181,3.174,6.958,-1.038
0.021,1.010,0.186,2.991,5.554,-0.732
0.011,0.992,0.191,2.686,4.883,-0.305
0.000,0.975,0.196,3.052,4.395,0.000
-0.006,0.950,0.193,3.113,3.479,0.183
-0.017,0.928,0.197,2.930,1.831,0.000
-0.022,0.912,0.203,2.075,0.793,0.000
-0.023,0.907,0.209,1.526,0.610,0.122
-0.020,0.911,0.212,1.587,0.549,0.366
-0.010,0.921,0.212,1.282,0.671,0.183
0.000,0.931,0.214,1.404,0.854,-0.305
0.012,0.949,0.223,1.709,0.244,-0.977
0.012,0.951,0.228,2.808,-0.427,-1.709
0.005,0.954,0.228,3.845,-0.977,-1.831
-0.002,0.945,0.230,4.761,-0.732,-1.526
-0.013,0.937,0.228,5.066,-0.183,-1.221
-0.015,0.938,0.219,4.944,0.244,-1.282
-0.019,0.937,0.217,4.761,0.000,-1.404
-0.024,0.930,0.214,4.700,-0.488,-1.648
-0.028,0.926,0.219,3.662,-0.549,-1.221
-0.031,0.925,0.225,2.197,-0.549,-0.549
-0.029,0.923,0.233,1.038,-0.793,-0.183
-0.010,0.943,0.224,0.305,-1.038,-0.061
0.000,0.957,0.214,0.610,-1.709,-0.488
-0.002,0.960,0.210,1.770,-2.441,-0.854
-0.002,0.961,0.216,3.052,-2.380,-0.732
-0.004,0.948,0.225,3.235,-1.709,-0.427
-0.018,0.930,0.232,2.930,-1.343,0.183
-0.026,0.917,0.230,2.808,-0.916,0.549
-0.016,0.926,0.210,2.930,-0.793,0.244
-0.017,0.928,0.194,3.052,-1.587,-0.671
-0.024,0.924,0.198,2.563,-2.319,-1.343
-0.025,0.926,0.215,1.587,-2.014,-1.099
-0.029,0.919,0.233,0.427,-1.404,-0.305
-0.035,0.913,0.243,-0.305,-0.427,0.488
-0.036,0.910,0.243,-0.549,0.366,1.038
-0.014,0.939,0.221,-0.488,0.793,1.160
0.008,0.961,0.203,0.488,0.549,0.244
-0.004,0.957,0.207,0.977,-0.793,-1.038
-0.011,0.953,0.221,1.099,-1.038,-0.854
-0.011,0.944,0.232,1.099,-0.427,-0.061
-0.020,0.927,0.244,0.854,0.305,0.488
-0.030,0.914,0.240,0.732,0.854,0.549
-0.033,0.913,0.226,0.916,1.282,0.244
-0.003,0.939,0.197,1.465,1.404,-0.122
-0.006,0.936,0.199,1.465,0.366,-0.854
-0.018,0.936,0.216,0.061,-0.366,-0.732
-0.017,0.933,0.229,-0.854,-0.061,0.305
-0.029,0.924,0.228,-1.404,0.549,1.282
-0.036,0.919,0.225,-1.831,1.099,1.465
-0.012,0.938,0.211,-1.892,1.587,0.977
-0.009,0.943,0.215,-1.465,0.977,0.000
-0.014,0.942,0.223,-1.221,0.488,-0.427
-0.015,0.941,0.230,-1.160,0.916,-0.244
-0.017,0.938,0.229,-1.221,1.648,0.122
-0.018,0.941,0.221,-1.038,2.014,0.610
-0.007,0.951,0.204,-0.122,1.709,0.549
-0.006,0.956,0.204,0.916,0.916,0.549
-0.007,0.959,0.207,1.160,0.427,0.427
-0.009,0.947,0.219,0.854,0.244,0.122
-0.017,0.935,0.224,0.000,0.061,0.122
-0.024,0.924,0.227,-0.122,-0.183,0.244
-0.015,0.931,0.214,-0.183,0.000,0.366
-0.015,0.937,0.209,-0.305,-0.366,-0.122
-0.018,0.934,0.211,-0.488,-0.854,-0.549
-0.020,0.938,0.214,-0.549,-0.916,-0.427
-0.017,0.937,0.218,-0.061,-0.732,-0.122
-0.022,0.933,0.221,0.244,-0.305,0.610
-0.020,0.943,0.217,0.183,0.061,0.916
-0.005,0.948,0.211,0.183,0.000,0.427
-0.005,0.950,0.210,0.366,-0.549,-0.244
-0.007,0.947,0.214,0.732,-1.465,-0.671
-0.011,0.942,0.218,0.977,-1.648,-0.488
-0.018,0.934,0.221,0.671,-1.587,-0.061
-0.017,0.935,0.214,0.610,-1.404,0.244
-0.015,0.932,0.211,1.038,-1.404,0.122
-0.020,0.931,0.211,1.221,-1.404,-0.061
-0.021,0.938,0.210,1.221,-1.221,0.183
-0.017,0.941,0.215,0.854,-0.977,0.183
-0.014,0.938,0.218,0.427,-0.793,-0.122

4.000,-3.025,4.000,-475.159,486.755,13.916
2.344,4.000,0.388,-500.916,108.215,136.230
-1.383,3.040,1.622,-252.502,-103.943,250.305
0.373,1.294,0.166,-19.226,-19.409,98.022
1.445,1.855,-0.855,88.379,41.199,-71.350
1.375,1.944,-0.918,118.042,23.499,-144.592
0.401,1.092,0.023,48.096,-12.146,-127.441
0.171,0.897,-0.159,-15.869,27.283,-8.301
0.103,0.835,0.096,13.000,23.193,72.693
-0.141,0.930,0.408,60.486,-5.127,69.214
-0.222,0.636,0.315,63.660,3.784,13.062
-0.178,0.548,0.106,54.443,9.033,-5.249
-0.153,0.583,-0.021,50.842,-3.906,-4.028
-0.170,0.626,0.027,42.542,-23.071,-4.456
-0.178,0.668,0.094,21.057,-28.259,-0.916
-0.129,0.716,0.158,-3.662,-21.606,5.920
-0.073,0.803,0.225,-17.517,-15.442,9.521
-0.042,0.917,0.280,-18.921,-12.390,7.996
0.006,0.955,0.266,-22.339,-6.653,1.465
0.039,1.011,0.231,-18.433,-2.563,1.770
0.053,1.071,0.186,-9.338,-1.587,2.930
0.076,1.132,0.146,-2.686,-0.916,0.305
0.100,1.166,0.141,5.127,-1.343,-3.662
0.093,1.144,0.147,14.160,-2.869,-6.409
0.068,1.095,0.149,20.203,-3.174,-7.507
0.036,1.030,0.148,21.912,-3.235,-6.287
0.005,0.949,0.156,22.217,-3.540,-4.089
-0.031,0.886,0.161,23.499,-3.906,-0.244
-0.060,0.845,0.181,22.217,-4.150,3.784
-0.064,0.826,0.197,18.677,-3.479,5.615
-0.031,0.857,0.189,13.916,-2.625,4.639
-0.028,0.839,0.192,8.789,-2.686,1.221
-0.035,0.839,0.199,5.249,-1.953,-0.916
-0.016,0.876,0.225,2.869,1.587,-0.671
0.002,0.897,0.234,0.305,5.615,0.000
0.008,0.911,0.236,-0.732,8.484,0.122
0.015,0.928,0.233,-0.671,10.437,0.305
0.026,0.959,0.215,-0.427,12.207,0.732
0.062,1.007,0.164,0.610,12.634,0.610
0.094,1.042,0.109,1.221,10.132,-0.427
0.075,1.048,0.107,1.892,5.798,-1.648
0.054,1.036,0.137,2.319,3.235,-1.282
0.048,1.014,0.171,2.686,2.563,0.427
0.038,0.980,0.192,2.930,2.075,1.892
0.027,0.944,0.200,3.601,1.587,2.563
0.014,0.918,0.200,3.845,0.854,2.319
0.018,0.913,0.192,4.272,0.427,1.526
0.034,0.930,0.173,4.456,-0.061,0.122
0.029,0.945,0.149,4.639,-1.526,-1.160
0.022,0.938,0.156,5.371,-3.479,-1.831
0.015,0.932,0.190,5.615,-3.601,-1.343
0.021,0.936,0.212,4.883,-1.953,-0.244
0.043,0.957,0.208,4.944,-0.488,0.305
0.059,0.977,0.198,6.042,-0.671,-0.366
0.055,0.980,0.193,7.812,-1.892,-1.709
0.041,0.969,0.193,9.216,-3.296,-2.808
0.029,0.951,0.193,9.888,-4.089,-2.991
0.013,0.929,0.202,9.644,-4.089,-2.319
-0.001,0.910,0.209,8.728,-3.479,-1.587
-0.004,0.908,0.213,7.568,-2.075,-1.038
0.005,0.917,0.209,7.202,-0.732,-1.038
0.006,0.928,0.208,6.836,-0.366,-1.709
0.010,0.928,0.196,6.226,-0.305,-2.014
0.009,0.926,0.188,5.493,-0.916,-2.197
0.002,0.924,0.192,4.456,-1.709,-1.770
0.004,0.928,0.188,2.502,-1.831,-0.977
0.007,0.932,0.191,1.038,-1.648,-0.305
0.002,0.927,0.201,0.244,-1.587,-0.183
-0.004,0.921,0.210,-0.488,-1.038,-0.061
-0.001,0.925,0.209,-1.038,-0.183,0.122
0.005,0.929,0.204,-0.732,0.427,0.183
0.006,0.933,0.205,-0.793,0.854,0.061
0.010,0.938,0.203,-1.038,1.343,0.305
0.013,0.943,0.204,-1.099,1.709,0.549
0.018,0.944,0.204,-1.160,2.075,0.488
0.022,0.947,0.202,-1.099,2.258,0.488
0.025,0.953,0.199,-0.854,1.953,0.549
0.032,0.959,0.192,-0.610,1.526,0.427
0.032,0.962,0.196,0.000,1.038,0.244
0.036,0.961,0.198,0.671,0.854,0.000
0.040,0.965,0.193,1.465,0.977,0.183
0.037,0.961,0.193,1.892,0.671,0.305
0.023,0.943,0.201,1.831,0.183,0.061
0.013,0.927,0.206,1.648,0.122,0.183
0.011,0.923,0.202,1.587,0.305,0.244
0.012,0.923,0.198,1.282,0.427,-0.061
0.007,0.922,0.196,0.488,0.183,-0.305
0.006,0.931,0.198,-0.488,0.366,-0.366
0.018,0.942,0.193,-0.977,0.549,-0.366
0.022,0.950,0.198,-1.099,0.488,-0.305
0.025,0.960,0.203,-0.854,0.732,-0.183
0.035,0.971,0.199,0.244,0.732,-0.122
0.033,0.963,0.201,1.160,0.305,-0.488
0.028,0.958,0.200,1.709,0.244,-0.916
0.026,0.955,0.192,2.319,-0.183,-1.160
0.017,0.941,0.192,2.625,-0.610,-1.221
0.006,0.929,0.198,2.319,-0.916,-0.977
0.007,0.930,0.203,1.892,-0.610,-0.427
0.006,0.927,0.200,1.648,-0.366,-0.244
0.004,0.927,0.199,1.587,-0.427,-0.122
0.002,0.924,0.206,1.221,-0.305,0.183
0.013,0.933,0.199,0.854,0.061,0.122
0.020,0.941,0.196,0.793,0.122,0.122
0.025,0.949,0.191,0.610,-0.183,-0.183
0.023,0.948,0.193,0.488,-0.488,-0.305
0.025,0.951,0.195,0.122,-0.854,-0.183
0.027,0.950,0.201,0.000,-1.099,0.000
0.021,0.943,0.204,0.244,-1.282,0.000
0.020,0.945,0.205,0.610,-1.404,-0.122
0.024,0.943,0.200,1.160,-1.282,-0.366
0.019,0.937,0.199,1.465,-1.282,-0.610
0.015,0.937,0.198,1.343,-1.099,-0.488
0.016,0.935,0.195,1.160,-0.671,-0.183
0.015,0.935,0.198,0.854,-0.427,0.061
0.021,0.943,0.198,0.732,-0.427,0.183
0.023,0.947,0.198,1.221,-0.366,0.061
0.024,0.946,0.202,1.160,-0.488,-0.122
0.023,0.946,0.199,1.038,-0.610,-0.427
0.025,0.949,0.194,1.160,-0.854,-0.366

4.000,0.670,4.000,-698.303,411.194,35.461
1.030,4.000,0.352,-325.256,-39.063,193.970
-1.170,1.525,1.167,-201.904,-85.388,192.627
0.854,1.583,-0.143,-32.349,26.550,36.011
1.412,2.499,-0.536,-3.113,60.913,-96.741
1.283,1.889,-0.916,57.556,40.833,-136.047
0.329,0.820,-0.351,59.814,-19.409,-121.765
0.148,0.996,-0.321,29.724,-8.118,11.353
0.023,1.022,0.124,73.303,-7.202,58.960
-0.212,0.676,0.402,103.699,-10.254,17.334
-0.126,0.475,0.309,90.027,5.737,-18.555
-0.186,0.549,0.199,52.063,3.235,-7.141
-0.187,0.640,0.114,23.254,-9.521,13.367
-0.156,0.744,0.023,13.550,-19.592,19.592
-0.084,0.706,0.101,9.705,-28.687,11.841
-0.107,0.754,0.187,6.775,-32.227,14.038
-0.069,0.817,0.240,-2.808,-20.935,15.259
-0.010,0.850,0.231,-10.864,-4.761,16.602
0.017,1.025,0.211,-6.409,2.075,26.245
0.020,1.067,0.198,-3.052,1.892,18.188
0.031,1.064,0.139,-3.113,2.380,0.854
0.035,1.096,0.125,3.784,-1.587,-6.470
0.034,1.083,0.105,9.949,-4.150,-12.512
0.041,1.081,0.098,14.709,-4.822,-12.085
0.040,1.066,0.112,18.311,-6.531,-9.277
0.032,1.026,0.113,19.653,-7.324,-7.202
0.008,0.970,0.134,18.066,-7.385,-4.700
-0.022,0.917,0.156,15.381,-7.507,-1.404
-0.034,0.879,0.162,13.000,-6.409,1.953
-0.036,0.865,0.168,10.864,-5.432,4.700
-0.039,0.864,0.173,8.301,-4.028,5.310
-0.014,0.878,0.197,5.737,-2.441,4.028
-0.006,0.877,0.209,2.930,-0.854,1.465
-0.006,0.901,0.193,2.075,0.854,-0.732
0.011,0.926,0.187,2.930,3.296,-2.258
0.027,0.950,0.175,3.418,5.066,-3.540
0.029,0.976,0.169,3.235,5.798,-3.906
0.038,0.996,0.163,3.723,6.042,-3.845
0.037,1.002,0.154,4.211,5.249,-3.784
0.031,0.996,0.146,4.761,4.456,-2.930
0.023,0.986,0.144,5.127,3.723,-2.014
0.015,0.968,0.147,5.432,2.197,-1.465
0.007,0.951,0.154,5.493,0.549,-0.793
0.007,0.941,0.158,5.249,-0.366,-0.244
0.004,0.926,0.165,4.211,-0.854,-0.183
0.001,0.921,0.172,2.563,-0.977,0.122
0.009,0.931,0.173,1.404,-0.610,0.061
0.014,0.941,0.167,1.404,-0.488,-0.366
0.017,0.951,0.167,2.563,-0.671,-0.732
0.019,0.958,0.171,3.906,-0.854,-0.549
0.022,0.957,0.175,4.333,-0.854,-0.427
0.021,0.955,0.181,4.272,-0.488,-0.183
0.019,0.959,0.183,4.028,-0.244,0.000
0.017,0.949,0.184,3.967,-0.183,-0.122
0.017,0.944,0.182,3.723,-0.183,-0.366
0.009,0.937,0.180,3.479,-0.732,-0.427
0.006,0.939,0.179,3.052,-1.343,-0.916
0.018,0.950,0.177,3.662,-1.709,-1.526
0.011,0.941,0.181,4.456,-2.136,-2.075
0.001,0.932,0.190,4.883,-2.014,-2.075
0.002,0.937,0.189,5.005,-1.038,-1.587
0.010,0.942,0.181,5.371,-0.244,-1.282
0.009,0.935,0.174,5.676,0.061,-1.343
-0.000,0.924,0.187,5.005,-0.122,-1.343
0.007,0.933,0.187,3.601,0.122,-0.854
0.017,0.943,0.183,2.686,0.122,-0.671
0.014,0.947,0.177,2.258,-0.427,-0.732
0.008,0.945,0.175,2.014,-0.793,-0.610
0.002,0.941,0.179,1.465,-0.671,-0.305
0.003,0.939,0.183,0.488,-0.366,0.183
0.017,0.948,0.182,0.549,-0.122,0.305
0.012,0.943,0.189,0.977,-0.305,0.061
0.004,0.941,0.192,0.977,-0.244,0.061
0.010,0.942,0.193,1.404,0.427,0.061
0.017,0.950,0.184,1.160,0.854,-0.183
