aX,aY,aZ,gX,gY,gZ
0.054,0.955,0.195,0.061,1.099,-0.305
0.053,0.957,0.200,0.427,1.099,-0.183
0.059,0.959,0.196,0.732,1.465,0.000
0.063,0.962,0.196,1.526,1.648,-0.061
0.059,0.959,0.199,2.014,1.770,-0.488
0.051,0.953,0.206,2.625,1.831,-0.671
0.052,0.951,0.196,3.235,1.953,-0.671
0.057,0.944,0.191,3.723,1.709,-0.549
0.050,0.937,0.196,3.601,1.587,-0.488
0.050,0.934,0.201,3.052,1.892,-0.183
0.043,0.928,0.209,2.930,2.014,-0.061
0.052,0.933,0.200,2.625,2.380,-0.122
0.068,0.945,0.188,2.808,2.014,-0.366
0.063,0.941,0.191,2.869,1.099,-0.977
0.061,0.942,0.203,3.174,0.977,-0.916
0.060,0.940,0.213,3.113,1.648,-0.061
0.054,0.932,0.216,3.174,2.563,0.366
0.047,0.927,0.218,3.174,3.235,0.549
0.058,0.936,0.199,3.540,3.418,0.305
0.068,0.944,0.181,3.540,2.625,-0.488
0.070,0.948,0.180,3.174,1.343,-1.343
0.058,0.941,0.197,2.625,0.244,-1.404
0.055,0.936,0.210,1.831,0.061,-0.671
0.058,0.933,0.215,1.282,0.427,-0.061
0.061,0.934,0.211,0.916,0.549,0.122
0.064,0.934,0.204,1.221,0.488,-0.244
0.062,0.933,0.198,1.892,0.427,-0.427
0.057,0.935,0.195,2.075,0.610,-0.610
0.054,0.929,0.202,1.587,0.732,-0.305
0.053,0.922,0.211,0.854,0.793,0.305
0.063,0.928,0.202,-0.488,0.610,0.305
0.058,0.929,0.201,-1.038,0.061,-0.122
0.054,0.928,0.201,-1.038,-0.122,-0.305
0.059,0.933,0.203,-1.282,0.122,0.061
0.065,0.938,0.202,-1.526,0.244,0.183
0.063,0.939,0.200,-1.404,-0.183,-0.122
0.063,0.942,0.198,-1.038,-0.427,-0.305
0.068,0.943,0.195,-0.671,-0.671,-0.488
0.071,0.952,0.195,-0.305,-0.854,-0.549
0.071,0.948,0.200,0.183,-1.038,-0.610
0.064,0.940,0.203,0.549,-1.038,-0.549
0.057,0.932,0.208,0.732,-0.549,-0.183
0.058,0.933,0.202,0.610,-0.244,-0.122

2.503,-2.963,4.000,-517.517,546.997,-21.973
4.000,3.998,1.451,-767.639,422.852,86.914
-0.226,4.000,1.347,-216.187,-26.917,244.690
0.027,1.095,0.659,-130.310,-4.395,151.917
1.584,1.716,-1.442,118.225,72.876,14.282
1.234,2.376,-1.372,160.095,-34.790,-98.145
0.292,1.383,0.511,138.306,-143.311,-173.340
0.104,0.870,0.061,150.513,-83.191,-163.269
0.169,0.634,0.213,91.614,6.470,-85.449
0.138,0.511,0.438,58.350,10.132,-29.968
-0.346,0.278,0.373,-24.536,33.142,25.085
-0.114,0.279,-0.008,-56.702,74.158,76.965
-0.172,0.579,-0.111,-30.457,44.434,137.573
-0.246,0.775,-0.057,-19.897,-0.244,127.075
-0.160,0.853,0.041,-13.672,-23.499,78.003
-0.089,0.834,0.139,-3.967,-29.907,27.283
-0.010,0.884,0.195,1.221,-25.452,-10.010
0.028,0.982,0.227,9.949,-20.020,-24.231
0.081,1.041,0.251,16.968,-17.944,-28.870
0.118,1.084,0.208,21.851,-12.451,-26.306
0.143,1.103,0.165,24.414,-9.033,-21.790
0.173,1.146,0.126,23.804,-8.179,-13.794
0.113,1.143,0.157,14.221,-7.324,-4.944
0.122,1.092,0.133,10.071,-2.625,-4.333
0.082,1.016,0.143,13.916,-2.197,-5.676
0.040,0.952,0.149,18.188,-3.845,-6.287
0.015,0.903,0.156,18.921,-3.906,-4.272
-0.005,0.863,0.169,17.029,-3.540,-1.770
-0.016,0.839,0.181,13.611,-2.136,0.305
0.005,0.850,0.172,9.705,0.061,1.160
0.019,0.857,0.175,5.920,1.160,0.854
0.017,0.864,0.182,2.869,1.770,0.000
0.023,0.877,0.197,0.061,3.052,-0.671
0.031,0.893,0.212,-1.770,4.822,-1.099
0.036,0.911,0.218,-2.380,7.080,-1.587
0.096,0.986,0.162,-1.587,9.338,-2.258
0.138,1.010,0.124,0.244,8.972,-4.028
0.108,1.025,0.123,1.404,6.775,-4.700
0.097,1.019,0.149,1.404,5.493,-3.418
0.084,0.996,0.169,1.465,5.371,-0.366
0.064,0.963,0.178,1.160,5.310,2.136
0.039,0.922,0.182,1.770,5.188,3.174
0.024,0.891,0.179,2.930,5.127,3.174
0.031,0.897,0.167,3.296,5.432,2.747
0.054,0.918,0.132,2.930,5.249,2.014
0.057,0.923,0.125,2.197,3.784,0.977
0.054,0.932,0.152,0.977,2.930,1.343
0.057,0.938,0.177,-0.427,2.808,2.869
0.069,0.947,0.187,-0.610,3.540,3.906
0.084,0.960,0.183,0.427,3.967,4.150
0.093,0.969,0.179,1.953,3.906,2.563
0.105,0.991,0.163,3.723,3.662,0.671
0.131,1.018,0.134,5.920,2.747,-0.977
0.128,1.023,0.130,8.423,0.366,-2.686
0.097,0.995,0.159,9.460,-1.831,-3.052
0.084,0.973,0.178,8.362,-2.075,-1.892
0.069,0.954,0.197,8.423,-2.014,-0.854
0.071,0.946,0.188,9.033,-1.526,-0.916
0.076,0.940,0.174,9.949,-1.709,-1.892
0.055,0.926,0.167,10.498,-2.563,-3.235
0.038,0.911,0.172,10.376,-2.686,-3.235
0.033,0.899,0.180,8.972,-2.197,-2.075
0.036,0.907,0.178,6.470,-1.465,-0.732
0.048,0.922,0.167,4.517,-1.404,-0.427
0.052,0.928,0.161,3.540,-1.892,-0.977
0.048,0.933,0.166,2.380,-2.319,-1.465
0.056,0.945,0.168,1.465,-2.625,-1.343
0.060,0.953,0.175,0.977,-2.686,-1.038
0.059,0.953,0.180,1.221,-2.747,-0.793
0.058,0.950,0.185,2.197,-2.380,-0.610
0.053,0.950,0.192,2.869,-1.892,-0.488
0.057,0.953,0.186,3.662,-1.099,-0.854
0.052,0.947,0.175,4.517,-0.732,-1.282
0.042,0.938,0.172,4.761,-0.671,-1.221
0.040,0.929,0.178,4.395,-0.427,-0.549
0.031,0.917,0.190,3.662,0.000,0.305
0.036,0.930,0.188,2.808,0.549,0.854
0.056,0.938,0.173,2.686,1.099,0.732
0.057,0.940,0.172,2.625,0.549,0.000
0.058,0.943,0.178,1.953,0.244,-0.061
0.059,0.946,0.188,1.465,0.183,0.000
0.066,0.958,0.183,1.221,0.366,0.244
0.072,0.965,0.174,1.831,0.183,-0.305
0.074,0.961,0.170,2.686,-0.183,-1.099
0.074,0.952,0.176,2.869,-0.610,-1.282
0.064,0.940,0.192,2.747,-0.977,-0.854
0.050,0.922,0.200,2.563,-0.671,-0.183
0.042,0.914,0.194,1.953,0.305,0.183
0.056,0.937,0.176,2.136,1.526,0.000
0.070,0.942,0.158,2.319,1.160,-0.732
0.060,0.943,0.165,1.892,-0.061,-1.221
0.055,0.943,0.186,0.854,-0.854,-0.916
0.057,0.940,0.207,0.061,-0.977,0.183
0.054,0.934,0.213,-0.244,-0.610,0.427
0.047,0.932,0.204,0.244,-0.061,0.305
0.053,0.938,0.181,1.160,0.427,-0.061
0.075,0.950,0.163,1.648,0.427,-0.610
0.074,0.957,0.164,1.404,-0.305,-1.160
0.064,0.956,0.185,0.732,-1.160,-1.221
0.062,0.958,0.196,0.793,-1.221,-0.549
0.058,0.951,0.200,1.770,-0.916,-0.305
0.048,0.937,0.204,2.380,-0.305,-0.549
0.042,0.926,0.200,2.380,0.244,-0.732
0.051,0.933,0.187,2.136,0.488,-0.610
0.059,0.933,0.176,1.770,0.000,-0.732
0.046,0.930,0.185,0.854,-0.732,-0.793
0.052,0.937,0.191,0.122,-0.671,-0.061
0.056,0.935,0.197,0.000,-0.488,0.488
0.053,0.939,0.196,0.244,-0.244,0.610
0.071,0.957,0.186,0.549,0.183,0.488
0.071,0.953,0.185,0.977,0.000,-0.183
0.067,0.951,0.183,1.343,-0.244,-0.366
0.066,0.945,0.188,1.526,-0.183,-0.244
0.057,0.935,0.189,1.160,-0.244,-0.061
0.059,0.939,0.184,0.732,0.122,-0.061
0.073,0.945,0.180,0.854,-0.061,-0.427
0.065,0.941,0.182,1.038,-0.916,-1.099
0.061,0.944,0.188,0.977,-1.160,-1.221
0.063,0.943,0.189,1.160,-1.038,-0.793

4.000,2.368,4.000,-878.784,692.566,40.527
3.618,4.000,0.704,-331.055,275.269,160.400
-0.369,2.285,0.791,-90.088,65.857,138.611
0.716,1.115,-0.558,-49.561,72.510,76.538
1.412,2.378,-1.597,133.179,4.211,-12.573
0.548,1.745,0.022,117.554,-136.047,-108.521
-0.160,1.166,0.150,199.646,-141.296,-150.513
0.084,0.471,0.082,185.791,-33.386,-130.371
0.021,0.316,0.100,84.229,12.756,-56.091
0.168,0.423,0.052,33.569,28.748,7.446
-0.208,0.523,0.172,-1.465,5.371,25.818
-0.200,0.249,0.175,-63.049,17.090,57.617
-0.140,0.568,0.186,-67.993,13.733,108.154
-0.250,0.723,0.257,-52.979,-2.197,116.211
-0.152,0.894,0.199,-39.795,-3.296,76.355
-0.078,0.885,0.216,-22.400,-4.150,25.024
-0.019,0.863,0.183,-8.484,-5.554,-11.353
0.037,0.954,0.155,5.615,-10.681,-23.071
0.074,1.034,0.133,12.695,-15.076,-27.100
0.098,1.086,0.137,14.954,-18.799,-26.733
0.113,1.149,0.151,16.846,-19.470,-22.949
0.131,1.125,0.163,17.151,-16.418,-19.287
0.092,1.114,0.160,8.301,-11.719,-6.104
0.075,1.050,0.161,2.136,-6.836,1.770
0.032,0.994,0.171,1.831,-5.920,5.371
0.026,0.941,0.166,4.761,-5.432,0.122
-0.011,0.893,0.174,5.981,-4.395,-1.770
-0.019,0.880,0.193,5.005,-2.686,0.488
-0.023,0.868,0.205,3.418,-1.038,3.479
-0.017,0.873,0.186,2.686,0.916,3.906
0.001,0.885,0.178,2.197,2.136,2.502
0.005,0.895,0.185,0.671,3.052,-0.366
0.002,0.909,0.200,-0.671,4.700,-1.770
0.008,0.921,0.200,-1.770,6.775,-1.587
0.011,0.928,0.189,-2.869,9.033,-0.916
0.041,0.972,0.133,-3.357,10.864,-0.732
0.074,0.987,0.107,-3.052,9.888,-1.770
0.062,0.995,0.121,-3.174,7.629,-2.563
0.057,1.000,0.153,-3.235,6.714,-1.099
0.053,0.984,0.172,-2.808,6.287,1.404
0.039,0.957,0.182,-1.953,6.165,3.052
0.022,0.929,0.185,-0.977,6.592,3.601
0.009,0.914,0.181,-0.244,7.263,3.357
0.022,0.916,0.160,-0.061,8.118,3.113
0.043,0.934,0.122,-0.305,8.057,2.319
0.077,0.970,0.108,-0.061,6.042,0.427
0.077,0.980,0.131,0.122,3.357,-1.465
0.075,0.992,0.157,0.549,2.319,-2.380
0.078,0.993,0.169,1.709,2.563,-1.892
0.076,0.987,0.169,3.052,3.113,-1.221
0.069,0.975,0.162,4.761,3.601,-1.038
0.063,0.967,0.151,6.348,3.418,-1.465
0.059,0.959,0.143,6.714,2.502,-2.075
0.051,0.951,0.153,6.409,1.099,-2.502
0.045,0.940,0.170,5.432,0.427,-2.808
0.035,0.930,0.185,4.822,0.244,-2.686
0.033,0.933,0.188,4.395,0.366,-2.502
0.056,0.955,0.170,4.456,0.366,-2.625
0.069,0.969,0.151,5.188,-0.732,-3.479
0.065,0.978,0.144,6.104,-2.014,-3.967
0.065,0.971,0.154,6.470,-2.563,-3.845
0.055,0.958,0.170,5.737,-2.625,-3.113
0.045,0.943,0.183,5.005,-2.502,-2.075
0.034,0.936,0.182,5.249,-2.380,-1.343
0.032,0.921,0.169,5.554,-2.441,-0.916
0.028,0.915,0.166,4.639,-3.235,-0.793
0.018,0.907,0.179,3.296,-3.784,-0.671
0.004,0.900,0.186,1.892,-3.174,-0.183
0.009,0.911,0.186,1.038,-1.648,0.977
0.039,0.946,0.164,1.038,0.000,1.343
0.055,0.962,0.151,1.526,-0.122,0.366
0.048,0.962,0.159,1.526,-1.221,-0.366
0.044,0.958,0.177,1.343,-1.526,-0.427
0.042,0.957,0.190,1.282,-0.977,0.183
0.035,0.944,0.199,1.953,-0.061,0.549
0.038,0.952,0.181,2.808,0.793,0.244
0.058,0.962,0.148,3.601,1.099,-0.671
0.057,0.957,0.147,3.479,0.183,-1.526
0.049,0.954,0.168,2.319,-0.977,-1.282
0.044,0.939,0.187,1.831,-1.404,-0.122
0.033,0.926,0.196,1.465,-0.977,0.916
0.025,0.916,0.193,1.709,0.000,1.282
0.021,0.909,0.187,2.197,1.099,1.160
0.020,0.913,0.176,2.014,2.014,0.916
0.039,0.931,0.158,1.770,2.441,0.671
0.062,0.953,0.151,0.793,1.587,0.732
0.068,0.972,0.158,-0.183,0.244,0.488
0.061,0.973,0.181,0.000,-0.427,-0.061
0.064,0.981,0.178,0.610,-0.305,-0.122
0.076,0.985,0.171,1.465,-0.183,-0.427
0.066,0.970,0.174,2.075,-1.038,-1.160
0.049,0.951,0.183,2.625,-1.404,-1.160
0.038,0.933,0.190,3.052,-1.160,-0.854
0.022,0.919,0.180,3.052,-0.549,-0.610
0.024,0.918,0.173,2.686,0.061,-0.366
0.027,0.923,0.176,1.770,0.122,-0.305
0.029,0.925,0.186,0.671,-0.061,-0.427
0.028,0.929,0.190,0.244,-0.122,-0.366
0.029,0.937,0.185,-0.061,0.244,-0.183
0.039,0.951,0.169,-0.244,0.671,-0.183
0.061,0.968,0.153,0.000,0.305,-0.122
0.065,0.970,0.160,-0.061,-0.732,-0.366
0.061,0.971,0.177,-0.183,-1.587,-0.366
0.058,0.962,0.187,0.427,-1.648,-0.122
0.046,0.947,0.189,1.099,-1.465,-0.061
0.039,0.943,0.183,1.831,-1.038,-0.305
0.049,0.944,0.172,2.563,-0.671,-0.610
0.049,0.942,0.173,2.625,-0.793,-1.282
0.044,0.941,0.182,2.563,-0.977,-1.526
0.039,0.937,0.190,2.563,-0.793,-1.282
0.030,0.936,0.185,2.502,-0.183,-1.160
0.034,0.939,0.168,2.319,0.244,-1.099
0.041,0.942,0.164,2.014,0.122,-1.221
0.040,0.939,0.172,1.160,-0.183,-0.977
0.037,0.935,0.181,0.244,-0.244,-0.488
0.035,0.930,0.182,-0.305,0.000,-0.122
0.047,0.941,0.175,-0.732,0.305,0.061
0.060,0.954,0.167,-0.916,0.122,-0.488
0.061,0.957,0.169,-0.793,-0.061,-1.404

4.000,0.986,3.691,-964.417,610.657,16.113
1.047,4.000,-0.230,-320.496,120.972,227.356
-0.956,2.391,1.682,-214.661,-112.915,198.181
0.956,1.059,-0.548,85.815,28.015,37.048
1.800,1.951,-1.411,198.120,13.000,-138.367
0.963,1.639,-0.620,131.470,-106.445,-198.914
0.351,0.674,-0.137,110.535,-134.338,-163.757
-0.032,0.882,0.444,61.157,-65.430,-42.053
-0.057,0.342,-0.008,-14.099,75.928,67.017
0.005,0.602,-0.158,35.706,130.249,197.266
-0.132,0.676,0.245,40.405,79.712,225.098
-0.062,0.755,0.430,16.846,30.640,160.278
-0.148,0.816,0.104,25.269,7.507,86.060
-0.181,0.669,0.043,25.635,-18.616,26.733
-0.181,0.636,0.018,22.583,-38.391,-10.742
-0.177,0.645,0.060,14.893,-43.152,-25.513
-0.133,0.687,0.134,1.648,-39.124,-32.471
-0.071,0.833,0.185,-3.174,-28.625,-27.954
-0.000,0.909,0.253,-3.723,-20.386,-22.949
0.070,1.000,0.241,-3.601,-13.550,-14.465
0.057,1.064,0.231,-9.094,-8.606,-4.761
0.099,1.093,0.153,-7.385,-2.808,-5.798
0.091,1.107,0.119,-5.493,-1.038,-6.226
0.081,1.120,0.128,-2.319,-2.197,-6.836
0.090,1.111,0.101,2.502,-1.343,-6.287
0.086,1.077,0.111,7.080,-2.869,-5.005
0.063,1.026,0.129,8.423,-3.540,-3.784
0.027,0.978,0.137,7.935,-2.380,-2.808
-0.005,0.920,0.134,6.775,-1.587,-1.770
-0.026,0.881,0.141,5.310,-1.892,-0.488
-0.043,0.853,0.164,3.357,-2.258,0.732
-0.042,0.855,0.177,1.648,-1.343,1.587
-0.023,0.876,0.176,0.244,0.305,1.526
0.005,0.906,0.160,-0.671,2.319,-0.061
0.011,0.929,0.154,-0.732,3.479,-1.831
0.026,0.955,0.148,-0.488,4.456,-2.625
0.040,0.976,0.150,-0.122,5.554,-2.197
0.049,0.996,0.140,0.305,6.226,-1.465
0.067,1.009,0.114,1.282,6.287,-1.038
0.062,1.006,0.106,2.136,4.944,-0.916
0.059,1.006,0.114,2.869,3.357,-0.305
0.049,0.985,0.130,3.418,2.686,0.366
0.034,0.962,0.135,3.601,2.502,1.038
0.050,0.957,0.119,3.967,2.380,1.343
0.047,0.939,0.118,4.089,1.343,0.549
0.032,0.930,0.137,3.540,-0.305,-0.061
0.023,0.922,0.157,3.174,-0.427,-0.122
0.016,0.915,0.167,2.930,0.732,-0.122
0.012,0.924,0.163,2.747,2.136,0.122
0.044,0.956,0.128,3.479,3.052,-0.366
0.064,0.970,0.115,4.089,2.014,-1.526
0.052,0.976,0.136,4.089,-0.183,-1.953
0.043,0.978,0.161,3.662,-0.732,-1.465
0.035,0.967,0.176,3.479,-0.061,-0.305
0.024,0.957,0.181,3.601,0.854,0.000
0.017,0.954,0.172,4.578,1.465,-0.305
0.023,0.960,0.144,5.981,1.709,-1.099
0.039,0.953,0.121,6.714,1.160,-1.831
0.025,0.942,0.135,5.798,-0.488,-1.709
0.014,0.938,0.159,4.272,-1.038,-0.610
0.016,0.936,0.168,3.052,-0.122,0.671
0.019,0.938,0.174,2.991,1.343,0.916
0.013,0.931,0.165,3.784,2.014,0.732
0.029,0.949,0.137,4.700,2.136,0.427
0.058,0.964,0.118,4.883,1.221,-0.122
0.056,0.970,0.126,3.906,-1.465,-0.732
0.058,0.980,0.131,3.235,-2.991,-1.038
0.049,0.975,0.144,2.930,-3.601,-0.732
0.036,0.960,0.151,2.869,-2.991,-0.488
0.030,0.944,0.151,2.991,-2.197,0.122
0.019,0.929,0.156,3.174,-1.404,0.244
0.010,0.924,0.166,3.235,-0.488,0.000
0.011,0.924,0.157,3.723,0.305,-0.061
0.003,0.919,0.152,3.540,0.732,-0.488
0.009,0.931,0.145,2.380,1.343,-0.671
0.017,0.946,0.150,1.465,1.587,-0.427
0.024,0.956,0.156,0.916,1.099,-0.122
0.028,0.964,0.158,0.793,1.160,0.244
0.038,0.976,0.154,0.977,0.977,0.305
0.044,0.981,0.148,1.953,0.610,-0.122
0.037,0.970,0.145,3.052,0.244,-0.427
0.034,0.962,0.142,3.601,0.183,-0.244
0.030,0.953,0.150,3.418,0.244,-0.061
0.020,0.939,0.158,2.991,0.183,0.061
0.012,0.928,0.165,2.747,0.122,0.305
0.016,0.930,0.160,2.686,0.854,0.305
0.033,0.941,0.149,3.113,1.770,-0.122
0.031,0.943,0.145,3.052,1.526,-0.671
0.021,0.943,0.151,2.319,1.160,-0.793
0.022,0.950,0.154,1.526,1.038,-0.427
0.024,0.946,0.159,1.099,1.038,0.000
0.021,0.943,0.163,0.854,0.488,0.061
0.027,0.951,0.160,0.916,0.366,-0.244
0.038,0.961,0.150,1.587,0.366,-0.854
0.034,0.965,0.162,2.075,0.061,-1.343
0.030,0.968,0.167,2.197,0.366,-1.343
0.032,0.964,0.162,2.991,0.610,-0.854
0.027,0.953,0.151,3.601,0.732,-0.549
0.026,0.950,0.152,3.662,0.793,-0.427
0.027,0.941,0.163,3.662,0.427,-0.244
0.015,0.937,0.171,2.930,0.183,-0.183
0.014,0.932,0.169,2.380,0.732,-0.122
0.027,0.941,0.150,2.502,1.099,-0.122
0.029,0.935,0.146,1.953,0.671,-0.732
0.021,0.940,0.158,0.854,0.183,-1.099
0.022,0.943,0.169,0.183,0.305,-0.732
0.020,0.944,0.176,0.061,0.549,-0.366
0.015,0.934,0.178,0.183,0.977,-0.183
0.013,0.939,0.168,0.488,1.770,0.244
0.046,0.959,0.144,0.854,2.075,0.122
0.059,0.970,0.134,0.977,1.465,-0.549
0.060,0.989,0.152,0.854,0.183,-0.916
0.055,0.982,0.167,1.221,-0.671,-0.732
0.049,0.973,0.175,2.014,-0.488,-0.488
0.040,0.954,0.174,2.808,-0.122,-0.427
0.024,0.933,0.166,3.174,0.061,-0.488
0.016,0.920,0.160,2.808,0.366,-0.549
0.014,0.917,0.156,2.075,0.427,-0.610
0.016,0.918,0.155,0.977,0.610,-0.488

3.941,3.264,1.423,-844.360,472.961,87.158
-0.103,4.000,0.865,-340.393,-103.027,268.372
-0.755,1.805,0.984,-101.685,-218.384,199.463
0.993,0.821,-0.633,124.939,-36.316,53.772
1.307,1.315,-1.537,139.282,11.658,-49.133
0.498,1.635,-0.553,58.960,-35.706,-66.589
0.280,1.169,0.219,45.776,-28.870,-88.806
0.225,0.862,0.268,10.315,28.870,-59.265
0.226,0.783,0.260,-6.592,51.331,25.269
-0.107,0.845,0.510,20.752,7.324,56.152
-0.245,0.646,0.315,35.095,-4.395,28.992
-0.149,0.547,0.011,31.128,2.625,5.554
-0.102,0.601,0.001,29.602,-16.174,3.052
-0.162,0.682,0.089,6.165,-31.189,4.578
-0.088,0.741,0.073,-19.653,-19.958,3.906
-0.018,0.815,0.145,-28.442,-16.541,3.113
0.001,0.931,0.234,-25.940,-15.808,4.272
0.021,1.009,0.266,-21.423,-10.315,4.028
0.065,1.047,0.247,-16.235,-3.845,3.113
0.094,1.078,0.195,-9.155,-1.404,1.831
0.108,1.101,0.160,-1.831,-1.404,-0.488
0.112,1.114,0.131,4.639,-1.648,-3.052
0.101,1.098,0.138,10.620,-2.502,-4.211
0.076,1.060,0.131,15.076,-2.991,-4.639
0.055,1.016,0.137,17.944,-3.418,-4.822
0.011,0.963,0.150,19.287,-3.723,-4.517
-0.017,0.914,0.159,18.982,-2.930,-3.662
-0.031,0.885,0.164,17.883,-2.808,-1.953
-0.033,0.866,0.156,15.076,-2.808,-0.671
-0.033,0.857,0.162,11.475,-2.808,-0.366
-0.020,0.867,0.182,7.874,-2.136,-0.610
-0.009,0.887,0.202,4.578,-0.549,-0.916
-0.001,0.901,0.215,2.502,1.892,-0.916
0.021,0.940,0.190,1.526,4.822,-1.038
0.076,0.989,0.138,2.869,5.676,-2.136
0.083,1.002,0.129,4.883,4.211,-3.296
0.072,1.013,0.146,6.409,3.052,-2.380
0.063,1.002,0.168,6.714,3.357,0.427
0.045,0.973,0.179,6.042,4.089,2.991
0.024,0.943,0.181,5.859,4.578,4.028
0.007,0.920,0.176,5.798,5.249,3.784
0.009,0.914,0.148,4.822,5.676,3.052
0.036,0.924,0.118,2.625,5.371,2.136
0.045,0.937,0.119,0.366,3.113,0.916
0.033,0.942,0.153,-1.221,1.221,0.305
0.036,0.948,0.180,-1.892,1.404,0.793
0.033,0.946,0.195,-1.709,2.197,1.221
0.038,0.955,0.188,-0.427,3.235,1.282
0.079,0.987,0.148,1.282,3.784,0.549
0.093,1.000,0.129,2.930,2.258,-1.282
0.065,0.994,0.146,4.272,-0.061,-2.686
0.047,0.970,0.176,5.554,-0.793,-1.892
0.033,0.949,0.193,5.981,-0.122,-0.427
0.019,0.935,0.199,6.287,0.793,0.183
0.016,0.927,0.192,6.775,1.892,-0.183
0.015,0.931,0.171,6.958,2.319,-0.916
0.028,0.943,0.145,7.263,1.770,-1.892
0.034,0.948,0.136,6.653,0.305,-2.625
0.030,0.947,0.152,5.371,-1.343,-2.686
0.025,0.943,0.170,3.723,-2.075,-2.258
0.020,0.940,0.183,2.319,-1.831,-1.465
0.027,0.947,0.174,1.770,-1.038,-0.793
0.035,0.949,0.163,1.892,-0.854,-0.916
0.035,0.943,0.160,1.831,-1.038,-1.282
0.029,0.947,0.166,1.770,-1.038,-1.465
0.030,0.946,0.164,1.709,-0.671,-1.038
0.023,0.936,0.169,1.709,-0.610,-0.793
0.014,0.929,0.177,1.099,-0.488,-0.366
0.007,0.922,0.183,0.793,0.122,0.122
0.012,0.928,0.175,0.549,0.671,0.244
0.014,0.941,0.163,0.671,0.854,-0.061
0.027,0.954,0.161,1.160,0.610,-0.488
0.034,0.958,0.168,1.465,0.610,-0.610
0.038,0.965,0.174,1.526,0.671,-0.427
0.038,0.967,0.175,1.648,1.099,-0.244
0.047,0.972,0.167,1.892,1.526,-0.244
0.047,0.970,0.165,2.319,1.343,-0.854
0.043,0.963,0.163,2.869,0.488,-1.099
0.031,0.948,0.165,3.662,0.000,-1.160
0.025,0.932,0.180,3.784,-0.244,-0.916
0.021,0.924,0.191,3.418,0.000,-0.793
0.012,0.915,0.190,2.991,0.549,-0.488
0.016,0.930,0.171,2.563,1.587,-0.305
0.046,0.941,0.149,2.319,1.953,-0.549
0.045,0.950,0.151,1.648,1.160,-1.160
0.045,0.957,0.166,1.038,0.244,-1.282
0.047,0.958,0.179,0.793,0.183,-1.038
0.040,0.952,0.191,0.977,0.427,-0.916
0.035,0.955,0.186,1.648,0.854,-1.099
0.043,0.955,0.178,2.747,1.221,-1.648
0.035,0.951,0.177,3.479,1.099,-1.953
0.035,0.945,0.181,3.235,1.038,-1.709
0.027,0.940,0.188,3.174,1.038,-1.404
0.020,0.934,0.194,3.113,1.343,-0.977
0.017,0.933,0.194,3.296,1.831,-0.549
0.031,0.948,0.171,4.028,2.380,-0.671
0.048,0.952,0.158,4.700,2.014,-0.977
0.038,0.950,0.167,4.211,1.038,-1.038
0.032,0.945,0.184,3.052,0.671,-0.366
0.028,0.936,0.194,2.686,0.977,0.122
0.022,0.928,0.196,2.686,1.648,0.305
0.030,0.934,0.190,3.296,2.502,0.183
0.051,0.951,0.179,4.211,3.052,-0.366
0.062,0.964,0.175,5.310,2.991,-0.977
0.059,0.962,0.183,5.615,2.441,-1.526
0.049,0.957,0.195,5.554,1.892,-1.709
0.031,0.938,0.199,5.432,1.953,-1.404
0.018,0.916,0.195,5.188,2.197,-0.854
0.021,0.913,0.183,4.700,2.380,-0.488
0.041,0.927,0.171,3.906,2.441,-0.610
0.037,0.934,0.177,2.869,1.648,-1.160
0.030,0.933,0.185,2.319,1.282,-1.160
0.033,0.937,0.184,1.831,1.892,-0.427
0.054,0.950,0.177,1.343,2.014,-0.061
0.061,0.954,0.178,0.977,1.160,-0.427
0.048,0.956,0.184,0.610,0.000,-0.916
0.049,0.953,0.186,0.366,-0.366,-1.038
0.046,0.949,0.188,0.244,-0.366,-0.977
0.038,0.941,0.189,0.122,-0.244,-1.160

4.000,-2.744,4.000,-584.045,525.513,-28.625
2.317,4.000,0.213,-562.988,166.260,140.137
-1.328,2.943,1.686,-222.900,-181.946,215.088
0.377,1.277,-0.177,-9.094,-75.378,97.900
1.698,1.406,-1.160,110.840,29.724,-34.302
1.043,1.562,-0.975,61.157,19.409,-68.542
0.467,1.305,-0.270,31.738,-12.085,-55.420
0.167,1.117,-0.018,13.733,-2.991,-27.100
0.142,0.905,0.145,25.879,14.221,16.113
-0.047,0.846,0.542,54.138,1.038,29.846
-0.175,0.624,0.358,66.833,3.479,5.798
-0.170,0.532,0.184,52.734,6.714,0.977
-0.164,0.600,0.069,19.287,-0.488,20.142
-0.137,0.650,-0.030,-0.610,-4.456,28.137
-0.091,0.756,0.001,-8.301,-13.672,24.780
-0.045,0.816,0.094,-14.709,-22.339,10.620
-0.004,0.898,0.191,-19.043,-21.179,1.892
0.030,1.005,0.253,-18.616,-14.526,2.502
0.061,1.065,0.266,-14.099,-7.690,1.465
0.082,1.056,0.217,-8.606,-3.235,-0.977
0.094,1.058,0.165,-2.441,-1.587,-1.343
0.099,1.063,0.128,2.441,-1.282,-0.610
0.093,1.041,0.113,6.042,-1.831,-0.671
0.083,1.014,0.114,10.193,-3.052,-1.099
0.057,0.969,0.118,13.611,-4.150,-1.526
0.024,0.925,0.126,16.907,-5.188,0.366
-0.004,0.903,0.143,18.066,-5.554,3.784
-0.008,0.889,0.147,14.343,-4.822,3.784
-0.017,0.880,0.158,9.949,-3.784,2.319
