aX,aY,aZ,gX,gY,gZ
-0.201,0.911,-0.103,7.080,4.150,-1.099
-0.200,0.897,-0.094,4.333,5.005,-0.122
-0.202,0.883,-0.094,0.244,5.676,1.526
-0.199,0.871,-0.094,-5.676,6.348,3.052
-0.202,0.880,-0.095,-12.512,6.714,3.906
-0.207,0.901,-0.100,-18.433,6.775,3.418
-0.202,0.926,-0.108,-21.545,6.836,1.892
-0.213,0.933,-0.108,-20.935,6.531,0.000
-0.225,0.940,-0.115,-17.639,6.775,-1.160
-0.229,0.953,-0.120,-13.123,7.874,-1.404
-0.214,0.968,-0.119,-9.033,9.033,-1.465
-0.196,0.987,-0.117,-6.287,9.094,-1.282
-0.185,0.996,-0.114,-4.272,7.690,-1.343
-0.180,0.993,-0.108,-2.380,6.287,-0.977
-0.195,0.974,-0.107,-1.282,5.737,0.122
-0.229,0.953,-0.100,-0.488,5.981,2.075
-0.226,0.932,-0.091,0.977,6.714,3.601
-0.208,0.911,-0.100,4.089,7.019,3.662
-0.199,0.899,-0.113,7.812,6.104,1.953
-0.198,0.896,-0.108,10.010,4.700,-0.854
-0.205,0.914,-0.100,9.460,3.479,-3.418
-0.201,0.931,-0.106,7.812,3.845,-4.700
-0.195,0.938,-0.111,7.507,4.517,-5.127
-0.188,0.939,-0.124,7.690,4.822,-4.822
-0.191,0.906,-0.139,6.897,5.188,-4.395
-0.209,0.899,-0.133,3.052,5.371,-3.418
-0.196,0.937,-0.124,-2.197,6.775,-2.441
-0.188,0.965,-0.122,-4.272,6.897,-2.380
-0.179,0.971,-0.125,-3.357,6.836,-3.662
-0.181,0.957,-0.132,-2.319,6.592,-4.639
-0.180,0.942,-0.138,-3.540,6.653,-4.883
-0.187,0.954,-0.130,-6.714,7.263,-4.333
-0.183,0.984,-0.120,-9.277,7.751,-3.418
-0.183,0.998,-0.121,-9.155,7.812,-2.808
-0.181,0.998,-0.122,-7.263,7.263,-2.014
-0.177,0.988,-0.132,-5.432,7.019,-1.404
-0.181,0.965,-0.139,-4.150,6.775,-0.732
-0.190,0.963,-0.136,-4.517,7.080,0.916
-0.192,0.974,-0.130,-5.920,6.836,2.930
-0.190,0.984,-0.119,-6.348,5.859,3.906
-0.187,0.981,-0.113,-4.639,4.517,3.540

3.551,1.528,0.430,28.992,26.184,-230.103
3.527,2.306,0.562,66.223,13.672,-215.942
3.318,2.866,0.531,124.512,-4.211,-204.285
2.580,2.946,0.424,196.228,-25.452,-193.787
1.851,2.412,0.243,241.455,-50.354,-173.218
1.310,1.789,-0.100,200.317,-79.895,-133.728
0.788,1.540,-0.435,74.463,-119.446,-74.829
0.330,1.607,-0.635,-85.205,-144.714,-16.296
0.063,1.919,-0.747,-212.585,-136.475,30.762
0.086,2.052,-0.950,-285.156,-103.210,45.349
-0.307,1.992,-0.809,-287.720,-76.233,47.424
-0.322,1.850,-0.919,-260.071,-32.349,40.344
-0.361,1.755,-0.813,-214.172,3.540,40.771
-0.247,1.596,-0.747,-151.611,28.687,42.419
-0.219,1.325,-0.550,-88.989,41.443,40.039
-0.219,1.055,-0.424,-47.852,49.194,38.086
-0.200,0.878,-0.271,-30.273,58.472,34.851
-0.179,0.771,-0.103,-17.639,62.744,27.405
-0.156,0.771,0.096,-2.441,63.965,16.052
-0.117,0.707,0.172,19.958,59.998,-0.854
-0.070,0.606,0.207,42.175,48.157,-16.663
-0.036,0.600,0.223,53.711,31.738,-27.954
-0.043,0.685,0.197,51.819,14.954,-36.255
-0.056,0.760,0.102,44.067,1.709,-43.152
-0.071,0.851,-0.026,31.677,-7.141,-48.096
-0.072,0.964,-0.125,20.081,-12.329,-49.927
-0.081,1.040,-0.219,11.230,-12.207,-50.232
-0.090,1.126,-0.303,5.615,-8.545,-44.861
-0.094,1.189,-0.358,3.723,-2.136,-35.278
-0.091,1.214,-0.383,4.211,6.042,-25.574
-0.095,1.206,-0.366,11.536,14.954,-14.648
-0.105,1.161,-0.308,23.315,22.644,-5.554
-0.117,1.093,-0.210,35.645,30.273,-0.549
-0.122,1.034,-0.134,44.800,36.194,1.770
-0.081,0.988,-0.063,50.537,38.757,0.793
-0.096,0.915,0.001,54.932,37.048,-2.014
-0.064,0.877,0.031,53.833,31.311,-3.845
-0.063,0.843,0.027,48.645,22.339,-4.578
-0.106,0.823,0.022,37.720,13.428,-4.639
-0.112,0.847,-0.008,21.423,6.409,-2.991
-0.134,0.886,-0.045,4.456,1.892,-0.549
-0.154,0.924,-0.091,-8.728,-1.160,1.404
-0.160,0.952,-0.136,-16.541,-2.441,2.747
-0.163,0.968,-0.180,-20.081,-1.953,2.625
-0.173,0.983,-0.206,-20.081,-1.343,3.418
-0.193,0.999,-0.225,-17.029,1.526,4.089
-0.182,1.003,-0.243,-10.681,5.554,3.845
-0.217,0.995,-0.242,-2.563,9.827,2.563
-0.191,0.980,-0.242,4.700,15.015,0.305
-0.175,0.954,-0.218,11.353,18.982,-2.502
-0.239,0.948,-0.165,17.090,19.043,-3.601
-0.201,0.957,-0.192,18.005,22.339,-5.249
-0.168,0.933,-0.159,17.456,26.794,-6.409
-0.162,0.926,-0.128,16.663,26.611,-5.554
-0.153,0.930,-0.108,13.489,24.414,-3.479
-0.142,0.914,-0.096,10.071,21.118,-1.221
-0.146,0.906,-0.084,5.127,17.029,0.916
-0.151,0.911,-0.084,-0.061,12.207,2.991
-0.174,0.909,-0.083,-3.418,7.568,4.578
-0.173,0.923,-0.095,-4.639,3.784,5.005
-0.176,0.924,-0.113,-2.930,1.221,4.150
-0.187,0.933,-0.120,0.427,-0.549,2.502
-0.191,0.943,-0.124,3.113,-0.793,0.793
-0.181,0.957,-0.129,4.639,-0.366,-0.916
-0.166,0.949,-0.135,6.042,1.099,-2.625
-0.161,0.941,-0.138,6.165,2.441,-3.479
-0.152,0.943,-0.138,4.150,3.479,-3.052
-0.144,0.937,-0.129,1.343,4.517,-2.441
-0.152,0.923,-0.117,-1.953,4.639,-1.465
-0.148,0.927,-0.109,-5.127,3.967,-0.427
-0.143,0.920,-0.101,-6.287,2.197,0.061
-0.149,0.915,-0.091,-5.066,0.305,0.061
-0.157,0.925,-0.087,-3.235,-1.038,0.916
-0.165,0.941,-0.095,-2.136,-2.258,2.075
-0.163,0.958,-0.112,-0.916,-3.418,2.747
-0.163,0.970,-0.135,0.732,-4.272,2.930
-0.171,0.972,-0.151,2.869,-4.761,2.991
-0.179,0.966,-0.161,3.662,-3.906,4.089
-0.182,0.956,-0.170,2.197,-1.709,5.188
-0.173,0.934,-0.165,-0.916,0.183,5.981
-0.174,0.927,-0.156,-4.639,1.282,6.592
-0.172,0.934,-0.146,-7.629,1.465,6.531
-0.166,0.954,-0.141,-8.118,0.977,5.493
-0.167,0.959,-0.146,-5.981,-0.061,3.662
-0.170,0.948,-0.146,-2.991,-0.854,2.441
-0.173,0.946,-0.150,-0.977,-0.427,1.343
-0.173,0.953,-0.152,0.305,-0.732,1.221
-0.179,0.955,-0.149,1.587,-0.549,1.465
-0.183,0.952,-0.155,2.441,0.488,2.136
-0.180,0.940,-0.163,2.136,1.526,2.686
-0.186,0.937,-0.158,1.099,1.892,3.235
-0.185,0.949,-0.151,-0.610,2.380,3.113
-0.182,0.951,-0.142,-1.038,2.747,2.197
-0.177,0.944,-0.136,-0.610,2.808,0.793
-0.176,0.938,-0.125,-0.366,2.441,0.061
-0.179,0.934,-0.118,-0.427,2.014,-0.122
-0.181,0.938,-0.115,-0.244,1.770,0.183
-0.173,0.940,-0.116,0.061,1.221,0.061
-0.176,0.931,-0.115,0.488,0.183,-0.305
-0.177,0.940,-0.117,0.427,-0.977,-0.061
-0.176,0.948,-0.123,0.244,-1.892,-0.244
-0.177,0.943,-0.129,0.732,-2.625,-0.549
-0.186,0.949,-0.136,1.404,-2.869,-0.549
-0.189,0.962,-0.143,1.587,-2.197,-0.305
-0.189,0.961,-0.147,2.747,-1.343,-0.488
-0.191,0.958,-0.149,3.601,-0.488,-0.977
-0.189,0.949,-0.143,3.540,0.122,-1.038
-0.176,0.950,-0.135,3.662,0.366,-1.160
-0.173,0.939,-0.128,4.028,-0.061,-1.953
-0.177,0.936,-0.120,4.150,-0.183,-2.686
-0.166,0.947,-0.125,3.906,0.366,-2.991
-0.162,0.950,-0.127,3.479,0.427,-2.991
-0.153,0.941,-0.129,3.296,0.610,-3.113
-0.145,0.940,-0.134,2.380,0.427,-2.930
-0.143,0.934,-0.145,1.587,-0.366,-2.747
-0.149,0.934,-0.147,0.793,-1.404,-2.563
-0.162,0.938,-0.155,0.427,-1.709,-2.197
-0.172,0.938,-0.156,0.854,-0.732,-2.136
-0.178,0.944,-0.159,0.305,0.671,-1.770

3.479,1.306,0.651,-28.809,2.075,-189.209
3.635,2.405,0.767,89.111,-17.639,-192.139
3.513,3.399,0.802,255.188,-20.386,-228.088
2.851,3.678,0.736,415.649,-10.681,-281.311
1.994,2.895,-0.043,473.816,-10.742,-311.035
1.672,3.085,-0.579,353.394,-52.246,-288.635
0.630,2.898,-1.126,167.053,-92.957,-204.407
0.018,2.261,-1.316,-78.979,-124.207,-70.984
-0.293,2.662,-1.383,-308.472,-124.451,116.150
-0.184,2.759,-1.161,-414.124,-45.654,247.559
-0.152,2.364,-0.929,-386.658,17.822,303.345
-0.056,1.569,-0.629,-320.068,63.171,271.484
-0.012,0.974,-0.255,-222.351,77.271,208.923
-0.063,0.501,-0.078,-95.886,78.186,143.616
-0.068,0.120,0.069,14.587,66.467,87.585
-0.045,0.054,0.314,82.336,51.270,42.236
-0.130,0.162,0.508,114.624,43.213,3.601
-0.035,0.119,0.541,126.099,42.969,-28.992
0.053,0.178,0.495,115.967,38.757,-50.659
0.087,0.410,0.436,88.501,29.907,-60.364
0.067,0.707,0.312,44.739,18.311,-71.228
0.029,0.946,0.118,2.197,5.127,-79.773
0.008,1.096,-0.060,-25.024,-5.554,-72.998
-0.086,1.206,-0.185,-42.969,-14.099,-49.988
-0.100,1.219,-0.289,-52.673,-16.541,-22.034
-0.131,1.262,-0.367,-59.204,-12.329,-0.427
-0.148,1.223,-0.377,-46.387,-5.493,18.982
-0.179,1.162,-0.329,-24.109,2.808,28.015
-0.171,1.056,-0.267,-0.732,14.465,29.175
-0.150,0.957,-0.171,19.775,25.085,24.475
-0.127,0.896,-0.072,36.865,32.837,17.212
-0.104,0.854,0.020,50.110,36.804,8.057
-0.082,0.814,0.081,60.608,35.767,-1.343
-0.071,0.763,0.110,64.941,30.029,-7.690
-0.102,0.734,0.110,58.655,21.729,-10.681
-0.130,0.758,0.108,41.626,14.099,-11.169
-0.138,0.803,0.078,20.081,7.690,-10.071
-0.144,0.857,0.029,-1.038,2.930,-8.972
-0.160,0.918,-0.027,-17.273,-0.854,-6.653
-0.176,0.965,-0.087,-25.391,-3.540,-4.028
-0.191,0.998,-0.142,-26.123,-5.127,-1.587
-0.190,1.025,-0.185,-20.630,-5.310,0.366
-0.209,1.024,-0.207,-10.437,-4.089,1.221
-0.217,1.023,-0.208,-0.122,-0.244,1.038
-0.219,0.998,-0.199,9.155,6.226,0.122
-0.237,0.959,-0.173,14.343,11.963,-1.343
-0.240,0.967,-0.146,15.381,16.785,-2.808
-0.218,0.973,-0.115,16.174,20.508,-4.517
-0.203,0.973,-0.097,17.456,21.423,-6.470
-0.191,0.961,-0.082,17.273,20.813,-7.507
-0.192,0.952,-0.065,14.954,18.616,-6.592
-0.182,0.960,-0.054,11.230,15.381,-4.761
-0.193,0.962,-0.040,7.690,11.292,-3.662
-0.200,0.946,-0.042,3.540,8.301,-2.869
-0.200,0.928,-0.035,-1.343,6.592,-1.404
-0.208,0.943,-0.031,-6.042,4.395,0.732
-0.206,0.949,-0.029,-8.972,1.831,1.892
-0.205,0.958,-0.033,-8.850,0.122,2.441
-0.195,0.981,-0.051,-6.592,-0.305,3.052
-0.192,0.974,-0.064,-3.784,-0.183,3.052
-0.200,0.973,-0.080,-2.319,0.061,2.930
-0.196,0.978,-0.083,-2.869,0.671,2.930
-0.196,0.972,-0.085,-3.540,1.831,2.441
-0.200,0.967,-0.091,-5.127,3.296,1.892
-0.197,0.974,-0.098,-7.202,5.371,1.892
-0.194,0.982,-0.093,-8.728,7.568,2.502
-0.190,0.975,-0.089,-9.399,9.521,2.991
-0.177,0.964,-0.079,-9.338,10.010,3.479
-0.180,0.946,-0.073,-8.911,9.460,3.113
-0.179,0.921,-0.066,-9.094,8.545,1.953
-0.181,0.919,-0.062,-10.315,7.935,0.427
-0.190,0.946,-0.057,-10.803,7.996,-0.244
-0.184,0.968,-0.050,-8.972,7.935,-0.183
-0.182,0.957,-0.045,-5.737,6.348,-0.183
-0.184,0.951,-0.044,-2.014,3.601,0.366
-0.187,0.939,-0.051,1.038,0.366,0.305
-0.191,0.929,-0.060,3.235,-2.014,-0.671
-0.198,0.932,-0.066,3.784,-2.502,-1.892
-0.196,0.949,-0.078,2.136,-1.160,-2.441
-0.202,0.945,-0.089,0.366,0.977,-2.441
-0.185,0.940,-0.110,-1.038,2.991,-1.770
-0.186,0.939,-0.118,-1.892,2.319,-0.244
-0.184,0.932,-0.135,-2.930,1.526,-0.427
-0.197,0.930,-0.134,-3.296,0.732,-0.793
-0.201,0.942,-0.126,-2.930,0.610,-0.671
-0.196,0.952,-0.121,-1.282,0.977,-0.244
-0.200,0.941,-0.114,2.502,0.916,-0.122
-0.198,0.943,-0.109,6.042,0.549,-0.244
-0.197,0.930,-0.103,8.545,0.427,-1.038
-0.199,0.913,-0.099,8.667,0.916,-2.014
-0.196,0.920,-0.095,6.531,1.770,-2.136
-0.193,0.937,-0.095,3.967,2.380,-1.831
-0.184,0.954,-0.097,2.930,2.014,-2.075
-0.182,0.966,-0.106,4.028,0.488,-2.075
-0.193,0.964,-0.109,5.920,-1.038,-1.770
-0.198,0.963,-0.117,6.042,-1.343,-1.465
-0.205,0.963,-0.126,4.700,-0.732,-0.854
-0.212,0.974,-0.123,2.502,0.305,0.122
-0.207,0.985,-0.119,1.099,1.160,1.099
-0.208,0.987,-0.115,1.526,1.465,1.465
-0.209,0.976,-0.114,2.869,1.587,1.343
-0.207,0.958,-0.108,3.723,2.075,1.221
-0.205,0.959,-0.110,3.174,2.869,1.587
-0.195,0.964,-0.107,2.747,3.845,2.136
-0.192,0.972,-0.104,3.418,3.052,2.441
-0.194,0.979,-0.100,4.028,2.441,2.930
-0.186,0.979,-0.101,4.761,2.136,3.113
-0.177,0.969,-0.099,5.737,1.770,2.625
-0.177,0.952,-0.101,6.348,1.404,1.709
-0.175,0.941,-0.100,5.798,1.099,0.610
-0.180,0.934,-0.102,5.066,1.160,-0.244
-0.195,0.939,-0.095,4.822,2.258,-0.488
-0.191,0.940,-0.094,4.028,4.028,-0.610
-0.180,0.952,-0.094,2.991,4.578,-0.366
-0.188,0.957,-0.093,2.869,3.479,0.061
-0.193,0.954,-0.093,2.991,2.502,0.610
-0.194,0.961,-0.086,2.075,2.930,1.526
-0.197,0.960,-0.085,1.099,4.028,2.136
-0.200,0.954,-0.088,0.427,5.066,2.747

3.596,0.605,0.389,-110.474,-37.231,-252.686
4.000,1.531,0.358,-41.321,-81.177,-224.731
4.000,2.609,0.377,83.618,-107.849,-227.173
3.998,3.347,0.277,228.577,-111.206,-260.315
2.840,3.071,-0.203,328.796,-101.196,-296.692
1.840,2.497,-1.109,282.349,-98.145,-291.870
1.198,3.371,-1.909,93.201,-107.544,-224.060
-0.053,2.647,-2.186,-126.953,-115.601,-111.511
-0.216,2.481,-2.471,-380.127,-81.482,53.528
-0.356,2.752,-1.644,-511.902,-18.860,227.356
-0.086,2.526,-1.330,-488.586,57.068,299.072
0.130,1.936,-0.762,-377.747,110.596,251.831
0.200,1.093,-0.490,-198.425,113.098,163.330
0.057,0.507,-0.276,-8.301,91.919,89.233
0.042,0.142,-0.140,112.000,73.303,36.072
0.028,0.166,0.091,157.471,58.899,1.465
-0.058,0.253,0.351,181.702,53.101,-19.958
0.012,0.215,0.464,184.814,57.190,-38.330
0.023,0.237,0.503,160.339,55.908,-48.767
0.082,0.387,0.563,119.385,45.898,-54.138
0.104,0.522,0.531,77.698,29.053,-59.326
0.101,0.663,0.373,39.978,5.432,-60.120
0.054,0.841,0.228,12.085,-18.433,-52.734
0.011,1.062,0.074,-5.371,-35.767,-40.161
-0.004,1.155,-0.122,-11.536,-44.250,-28.748
-0.035,1.181,-0.285,-11.475,-46.570,-18.921
-0.108,1.199,-0.380,-9.949,-43.274,-9.705
-0.122,1.231,-0.419,-6.958,-32.288,-1.770
-0.116,1.249,-0.395,1.343,-16.418,3.479
-0.087,1.190,-0.334,15.625,-0.061,5.432
-0.081,1.140,-0.238,30.762,14.709,6.104
-0.054,1.087,-0.136,43.335,25.452,5.432
-0.006,1.018,-0.050,53.162,30.518,3.601
-0.073,0.972,0.039,58.655,28.381,1.038
-0.045,0.960,0.080,58.044,23.193,-1.099
-0.026,0.959,0.101,53.528,15.442,-2.747
-0.030,0.952,0.097,46.265,7.446,-3.357
-0.030,0.944,0.069,37.292,-0.305,0.183
-0.043,0.940,0.028,25.940,-4.456,5.798
-0.057,0.934,-0.027,13.855,-6.958,11.169
-0.079,0.922,-0.067,2.747,-8.179,14.709
-0.098,0.922,-0.097,-5.981,-7.629,16.113
-0.134,0.927,-0.106,-10.986,-6.104,15.503
-0.143,0.951,-0.125,-13.245,-2.686,13.489
-0.136,0.974,-0.129,-10.864,1.038,10.193
-0.125,1.007,-0.132,-4.517,4.395,6.409
-0.124,1.019,-0.134,4.578,6.470,2.441
-0.128,1.014,-0.131,12.817,7.568,-0.671
-0.134,1.012,-0.122,16.113,7.385,-2.625
-0.139,1.001,-0.115,15.198,6.836,-3.235
-0.139,0.994,-0.113,12.878,6.470,-1.648
-0.142,0.987,-0.112,9.094,6.897,2.014
-0.134,0.977,-0.115,4.944,7.385,6.104
-0.142,0.970,-0.113,0.549,7.324,9.827
-0.146,0.958,-0.108,-3.601,7.446,12.695
-0.155,0.951,-0.097,-6.897,7.568,14.587
-0.165,0.935,-0.091,-9.583,8.240,15.564
-0.169,0.937,-0.089,-11.902,9.521,15.320
-0.161,0.940,-0.078,-12.573,9.644,13.794
-0.148,0.926,-0.069,-11.353,8.850,10.803
-0.157,0.914,-0.056,-9.460,6.714,8.728
-0.154,0.925,-0.049,-7.812,5.066,7.141
-0.152,0.930,-0.049,-6.836,2.502,5.615
-0.145,0.924,-0.061,-5.554,0.793,3.357
-0.149,0.934,-0.069,-4.639,-0.854,0.977
-0.144,0.955,-0.076,-3.601,-2.075,-0.427
-0.134,0.972,-0.073,-1.160,-2.258,-1.038
-0.137,0.971,-0.080,1.099,-1.831,-0.610
-0.136,0.952,-0.097,0.488,-1.526,0.916
-0.152,0.954,-0.077,-1.648,-1.526,3.052
-0.157,0.953,-0.079,-4.395,-0.977,4.456
-0.151,0.966,-0.077,-6.104,-0.854,4.761
-0.154,0.951,-0.073,-5.920,-1.526,4.028
-0.161,0.938,-0.074,-6.226,-2.197,3.052
-0.158,0.931,-0.072,-6.470,-2.625,2.625
-0.154,0.935,-0.073,-6.287,-2.563,2.747
-0.155,0.952,-0.084,-6.104,-2.441,3.601
-0.144,0.967,-0.097,-5.249,-2.869,4.150
-0.144,0.966,-0.113,-3.662,-4.028,3.967
-0.153,0.960,-0.129,-2.075,-5.066,3.601
-0.166,0.938,-0.148,-0.977,-5.066,3.540
-0.174,0.938,-0.159,-1.587,-3.601,4.578
-0.177,0.963,-0.161,-4.028,-1.221,5.920
-0.174,0.973,-0.151,-5.737,1.526,6.653
-0.167,0.979,-0.145,-5.493,3.784,6.653
-0.166,0.971,-0.140,-3.296,5.005,5.432
-0.165,0.946,-0.138,-0.427,5.310,3.723
-0.167,0.927,-0.136,0.610,5.859,1.587
-0.173,0.919,-0.128,-0.366,6.836,0.000
-0.161,0.940,-0.130,-2.625,8.606,-0.366
-0.153,0.956,-0.131,-4.211,9.277,-0.427
-0.150,0.974,-0.129,-3.418,8.118,-0.793
-0.162,0.971,-0.128,-0.610,5.981,-1.160
-0.171,0.957,-0.125,1.892,4.456,-1.831
-0.177,0.952,-0.125,3.296,4.578,-2.014
-0.181,0.970,-0.129,4.395,6.287,-0.793
-0.171,0.971,-0.140,4.517,8.545,0.854
-0.161,0.958,-0.139,3.235,10.254,1.526
-0.156,0.958,-0.129,0.427,10.620,1.892
-0.161,0.959,-0.113,-2.441,9.827,2.686
-0.158,0.969,-0.104,-4.211,8.972,3.357
-0.161,0.975,-0.098,-3.418,7.568,3.723
-0.159,0.982,-0.094,-0.916,5.737,3.540
-0.153,0.980,-0.097,2.441,4.639,3.174
-0.149,0.969,-0.101,6.104,2.869,2.869
-0.147,0.957,-0.107,7.263,1.526,2.686
-0.154,0.959,-0.117,5.554,1.709,2.991
-0.154,0.961,-0.129,2.441,2.686,3.601
-0.160,0.958,-0.131,0.671,3.479,3.845
-0.166,0.952,-0.132,0.854,4.395,3.784
-0.163,0.949,-0.120,2.136,4.944,3.662
-0.160,0.932,-0.107,4.578,5.249,3.052
-0.163,0.920,-0.090,6.775,5.798,2.258
-0.165,0.921,-0.082,7.019,6.226,1.404
-0.161,0.927,-0.074,6.897,5.920,0.549
-0.154,0.932,-0.074,7.324,5.066,-0.977
-0.152,0.941,-0.071,7.812,3.906,-2.380
-0.149,0.952,-0.076,8.423,2.625,-3.052
-0.152,0.953,-0.080,9.033,1.343,-2.441

3.432,1.048,0.325,-30.518,-76.050,-279.907
3.708,2.001,0.358,46.326,-96.680,-270.630
3.678,2.994,0.464,160.217,-95.337,-288.818
3.218,3.452,0.477,280.640,-72.571,-326.904
2.311,2.920,-0.055,341.858,-58.533,-348.450
1.427,2.434,-0.917,266.357,-79.590,-311.951
0.855,3.367,-1.750,93.567,-103.821,-218.689
-0.154,2.969,-1.615,-84.045,-122.314,-93.201
-0.415,2.610,-2.062,-282.166,-117.981,70.679
-0.263,2.610,-1.673,-419.189,-42.053,209.045
-0.214,2.278,-1.228,-440.430,4.639,270.874
-0.176,1.653,-0.672,-377.930,54.016,237.427
0.005,0.986,-0.401,-232.788,75.623,165.894
-0.089,0.385,-0.195,-62.927,78.979,87.402
-0.039,-0.168,-0.154,50.476,64.026,33.447
-0.192,0.142,0.273,90.332,42.847,13.794
-0.141,0.306,0.509,105.713,35.828,-12.817
-0.117,0.280,0.601,119.995,34.912,-46.997
-0.041,0.276,0.579,114.990,28.076,-68.359
0.018,0.471,0.566,95.764,12.695,-73.059
0.028,0.631,0.439,75.256,-5.981,-72.632
-0.017,0.776,0.235,47.424,-26.733,-68.542
-0.078,1.031,0.043,15.808,-40.588,-60.974
-0.115,1.179,-0.163,-10.437,-43.091,-51.453
-0.135,1.263,-0.353,-30.579,-38.635,-39.612
-0.169,1.316,-0.469,-39.734,-31.372,-22.583
-0.172,1.345,-0.492,-37.903,-21.179,-6.714
-0.195,1.290,-0.449,-25.757,-8.911,3.418
-0.184,1.211,-0.353,-7.324,4.639,8.545
-0.161,1.113,-0.246,14.221,17.578,7.751
-0.105,1.016,-0.158,35.706,27.161,2.563
-0.081,0.945,-0.057,51.697,30.762,-2.502
-0.056,0.908,0.028,57.556,32.715,-6.104
-0.037,0.894,0.086,56.274,29.114,-8.362
-0.040,0.844,0.118,49.133,21.729,-9.399
-0.060,0.832,0.136,33.386,12.695,-7.202
-0.073,0.864,0.123,12.085,4.517,-3.601
-0.097,0.893,0.084,-7.080,-2.319,0.305
-0.122,0.911,0.018,-20.935,-7.751,4.089
-0.148,0.919,-0.047,-29.907,-11.719,7.019
-0.162,0.934,-0.117,-35.095,-13.794,9.277
-0.168,0.956,-0.175,-35.339,-13.611,9.949
-0.179,0.959,-0.209,-31.433,-10.071,8.301
-0.187,0.969,-0.227,-23.621,-6.042,6.958
-0.191,0.983,-0.220,-14.893,-0.977,4.333
-0.183,0.993,-0.207,-5.676,3.967,0.244
-0.180,0.989,-0.188,4.456,7.446,-3.296
-0.180,0.983,-0.174,13.062,9.338,-5.920
-0.164,0.972,-0.159,18.311,9.399,-8.362
-0.163,0.960,-0.146,21.667,7.996,-9.338
-0.164,0.938,-0.141,23.132,6.042,-7.690
-0.165,0.931,-0.139,21.606,2.930,-4.944
-0.161,0.915,-0.135,18.555,0.732,-3.479
-0.167,0.899,-0.125,14.221,-1.099,-3.235
-0.160,0.904,-0.124,8.362,-1.526,-3.357
-0.158,0.903,-0.127,2.014,-1.343,-3.845
-0.160,0.902,-0.132,-3.662,-0.732,-3.784
-0.171,0.911,-0.136,-8.362,0.305,-2.869
-0.165,0.920,-0.147,-10.986,1.648,-1.770
-0.167,0.936,-0.158,-11.963,2.136,-1.831
-0.168,0.955,-0.160,-11.414,2.686,-2.686
-0.163,0.972,-0.160,-9.644,3.723,-3.601
-0.154,0.981,-0.147,-6.836,4.761,-4.333
-0.152,0.981,-0.132,-3.601,4.944,-4.761
-0.153,0.973,-0.120,-0.610,3.784,-4.883
-0.148,0.982,-0.106,1.892,2.014,-4.822
-0.143,0.989,-0.096,4.395,0.183,-5.127
-0.144,0.993,-0.093,6.958,-1.160,-5.066
-0.137,0.990,-0.102,8.362,-1.770,-4.456
-0.136,0.988,-0.109,8.728,-2.258,-3.174
-0.143,0.978,-0.115,7.080,-2.380,-0.671
-0.153,0.980,-0.123,5.676,-2.014,2.380
-0.149,0.980,-0.126,2.991,-1.282,3.113
-0.159,0.973,-0.129,1.526,-0.916,2.991
-0.159,0.975,-0.132,1.770,-0.305,3.052
-0.153,0.973,-0.132,3.113,0.305,1.831
-0.154,0.961,-0.133,5.066,-0.244,0.122
-0.158,0.951,-0.132,6.775,-0.549,-0.916
-0.160,0.958,-0.132,7.385,-1.221,-1.160
-0.156,0.964,-0.131,7.385,-1.465,-1.221
-0.151,0.970,-0.137,6.775,-1.404,-0.610
-0.152,0.962,-0.142,5.554,-1.465,0.854
-0.161,0.947,-0.146,3.540,-1.465,2.441
-0.160,0.948,-0.151,1.343,-1.648,3.845
-0.172,0.949,-0.141,-0.549,-1.526,4.395
-0.173,0.955,-0.135,-1.465,-0.671,4.028
-0.168,0.963,-0.134,-0.854,0.183,2.991
-0.165,0.969,-0.135,2.136,0.793,1.282
-0.163,0.958,-0.139,6.104,1.160,-0.244
-0.163,0.952,-0.139,8.423,1.404,-0.854
-0.157,0.955,-0.132,8.545,1.770,-1.099
-0.155,0.955,-0.130,7.996,2.014,-1.587
-0.163,0.951,-0.128,7.568,2.014,-1.587
-0.170,0.961,-0.129,6.775,2.197,-1.221
-0.165,0.960,-0.129,6.226,1.953,-0.732
-0.163,0.962,-0.127,5.676,2.014,-0.610
-0.162,0.967,-0.123,5.127,2.380,-0.732
-0.155,0.970,-0.123,5.066,2.686,-0.305
-0.160,0.970,-0.128,5.005,2.869,0.305
-0.167,0.978,-0.130,4.700,2.930,1.099
-0.164,0.979,-0.137,4.639,3.174,1.587
-0.164,0.969,-0.146,4.333,3.235,1.953
-0.164,0.957,-0.148,3.601,3.784,2.686
-0.166,0.945,-0.139,1.953,4.456,3.479
-0.154,0.940,-0.134,0.000,5.554,4.150
-0.154,0.925,-0.108,-0.549,5.493,4.333
-0.158,0.919,-0.094,1.404,5.249,2.686
-0.155,0.919,-0.087,3.113,4.700,1.770
-0.160,0.913,-0.073,4.272,4.456,0.610
-0.158,0.926,-0.070,4.944,3.723,-0.977
-0.150,0.939,-0.070,5.798,2.869,-2.258
-0.149,0.948,-0.070,6.226,2.136,-2.563
-0.141,0.948,-0.084,5.188,1.831,-1.709
-0.141,0.944,-0.096,2.747,0.977,-0.610
-0.144,0.962,-0.101,-0.549,0.122,0.549
-0.145,0.968,-0.108,-3.052,-0.305,1.282
-0.152,0.964,-0.107,-4.028,-0.549,1.709
-0.154,0.963,-0.112,-3.479,-0.366,2.014
-0.154,0.957,-0.114,-1.465,-0.305,1.465

