aX,aY,aZ,gX,gY,gZ
-0.192,0.891,-0.155,11.108,1.526,8.240
-0.185,0.906,-0.171,8.362,3.113,7.385
-0.169,0.918,-0.175,2.930,4.700,6.409
-0.165,0.928,-0.184,-2.747,5.737,5.432
-0.179,0.924,-0.186,-6.409,7.080,5.493
-0.193,0.882,-0.176,-6.775,8.057,6.287
-0.199,0.870,-0.153,-4.761,8.545,6.531
-0.171,0.852,-0.141,-0.916,9.033,4.761
-0.180,0.823,-0.117,5.005,8.606,1.038
-0.174,0.824,-0.086,5.249,9.705,-0.671
-0.174,0.863,-0.078,-2.869,12.390,-0.183
-0.171,0.878,-0.082,-10.010,13.550,0.549
-0.154,0.873,-0.095,-14.160,13.306,0.793
-0.142,0.884,-0.107,-18.250,11.230,1.038
-0.136,0.898,-0.111,-21.729,7.568,1.343
-0.157,0.901,-0.114,-22.888,3.113,1.892
-0.193,0.919,-0.116,-22.156,-0.305,3.052
-0.198,0.917,-0.134,-18.799,-1.404,4.272
-0.193,0.911,-0.161,-13.306,-1.587,4.333
-0.184,0.920,-0.176,-9.521,-1.770,3.784
-0.187,0.939,-0.186,-7.996,-2.136,3.113
-0.199,0.932,-0.183,-6.042,-1.953,2.747
-0.203,0.929,-0.181,-3.784,-0.854,3.479
-0.201,0.927,-0.177,-1.709,0.366,3.601
-0.195,0.915,-0.175,0.732,0.610,2.258
-0.191,0.901,-0.166,2.441,0.671,0.610
-0.183,0.907,-0.153,2.319,0.671,0.244
-0.188,0.918,-0.149,1.038,0.854,1.160
-0.188,0.926,-0.146,0.671,1.038,1.831
-0.186,0.930,-0.148,2.075,0.427,1.587
-0.193,0.932,-0.153,4.333,0.122,0.488
-0.194,0.927,-0.166,6.348,-0.061,-0.549
-0.194,0.924,-0.172,6.836,0.000,-0.427
-0.198,0.923,-0.171,5.371,0.244,0.793
-0.204,0.941,-0.176,1.526,0.977,2.502
-0.205,0.966,-0.174,-1.953,2.136,4.089
-0.207,0.966,-0.175,-3.540,2.930,4.333
-0.214,0.957,-0.178,-5.066,3.418,3.601
-0.211,0.957,-0.179,-7.080,3.723,2.686
-0.209,0.955,-0.179,-7.751,3.723,2.014
-0.208,0.955,-0.179,-7.507,3.357,1.648
-0.205,0.972,-0.187,-6.470,2.502,1.221
-0.203,0.981,-0.197,-3.845,0.977,0.061
-0.206,0.976,-0.206,0.488,-0.610,-1.465
-0.206,0.970,-0.215,4.639,-1.831,-2.686
-0.201,0.963,-0.224,7.385,-2.014,-3.296
-0.194,0.950,-0.239,8.911,-0.916,-3.296
-0.196,0.954,-0.244,8.850,0.549,-2.808
-0.196,0.962,-0.246,7.812,2.075,-2.258
-0.192,0.957,-0.244,7.751,3.113,-2.747
-0.192,0.948,-0.238,7.507,3.784,-2.808
-0.191,0.943,-0.229,6.531,4.517,-2.197
-0.194,0.938,-0.219,5.493,4.639,-1.343
-0.193,0.932,-0.205,4.822,4.944,-0.854
-0.190,0.929,-0.195,3.845,5.554,-1.099
-0.182,0.926,-0.185,3.113,5.798,-1.770
-0.192,0.918,-0.175,2.380,5.310,-1.831
-0.195,0.931,-0.166,1.709,4.883,-0.854
-0.196,0.942,-0.167,2.014,4.578,0.000
-0.197,0.943,-0.175,3.967,4.272,-0.244
-0.199,0.938,-0.183,5.920,4.639,-0.366
-0.196,0.950,-0.186,5.920,5.981,0.366
-0.185,0.951,-0.189,5.371,7.996,0.793
-0.178,0.948,-0.185,4.456,9.644,0.610

3.360,0.630,0.335,-170.227,69.824,-212.097
3.849,1.488,0.325,-105.408,17.944,-187.073
3.953,2.377,0.264,10.010,-30.762,-185.730
3.529,3.044,0.082,150.696,-76.355,-200.317
2.563,2.995,-0.277,272.644,-109.314,-215.698
1.647,2.259,-0.751,304.810,-122.375,-204.895
1.325,2.063,-1.748,191.345,-120.789,-148.743
0.503,2.869,-1.633,48.340,-158.203,-12.207
-0.186,2.197,-2.000,-148.743,-136.353,62.073
-0.193,2.033,-1.926,-348.816,-64.026,136.658
-0.369,2.074,-1.559,-410.889,6.653,197.815
-0.255,1.632,-1.167,-375.610,82.153,185.364
0.139,1.108,-0.832,-265.869,122.864,136.414
0.046,0.685,-0.476,-99.426,119.995,85.266
0.104,0.336,-0.254,53.528,102.234,38.391
0.055,0.351,0.089,155.334,73.975,6.226
-0.042,0.263,0.332,216.309,48.706,-19.348
0.000,0.307,0.459,247.314,31.433,-37.415
0.048,0.353,0.483,242.798,20.508,-50.659
0.093,0.395,0.379,186.584,8.301,-60.486
0.023,0.587,0.236,91.492,-6.287,-60.364
0.005,0.831,0.055,-6.653,-20.081,-50.842
-0.032,1.048,-0.159,-83.130,-30.823,-34.058
-0.064,1.206,-0.356,-120.178,-35.889,-15.198
-0.116,1.253,-0.488,-118.530,-33.569,1.343
-0.156,1.254,-0.569,-88.684,-24.597,14.038
-0.190,1.224,-0.604,-43.518,-10.681,18.677
-0.181,1.134,-0.579,4.822,4.028,15.076
-0.176,1.058,-0.487,42.786,18.677,7.385
-0.139,1.030,-0.359,63.660,31.189,0.793
-0.094,1.017,-0.229,72.815,39.612,-3.113
-0.064,0.981,-0.122,75.867,40.833,-3.967
-0.050,0.928,-0.042,73.181,35.767,-2.563
-0.061,0.881,0.001,61.096,26.978,1.282
-0.073,0.862,0.014,39.917,17.883,6.165
-0.093,0.846,-0.003,14.587,9.521,9.277
-0.113,0.848,-0.039,-8.301,2.747,10.681
-0.137,0.859,-0.080,-24.292,-2.563,10.315
-0.143,0.866,-0.145,-31.616,-6.592,8.057
-0.162,0.865,-0.201,-31.433,-9.521,4.822
-0.185,0.893,-0.243,-27.039,-10.559,2.625
-0.192,0.925,-0.288,-20.203,-8.606,0.366
-0.195,0.952,-0.298,-11.475,-5.554,-2.136
-0.188,0.973,-0.293,-3.174,-1.404,-4.028
-0.192,0.975,-0.281,4.456,2.502,-5.127
-0.186,0.979,-0.264,9.888,5.737,-5.615
-0.180,0.967,-0.243,11.841,8.240,-5.737
-0.170,0.948,-0.219,13.184,9.277,-5.188
-0.154,0.924,-0.205,13.855,9.338,-3.418
-0.144,0.897,-0.204,12.634,7.446,-0.671
-0.143,0.872,-0.212,9.216,4.333,1.953
-0.150,0.861,-0.219,4.150,1.770,4.150
-0.166,0.856,-0.224,-1.343,0.122,5.249
-0.179,0.858,-0.224,-4.883,-0.427,5.066
-0.187,0.866,-0.239,-6.653,-0.671,3.296
-0.189,0.874,-0.238,-5.920,-1.526,0.122
-0.191,0.877,-0.228,-3.784,-2.441,-3.296
-0.185,0.878,-0.228,-1.038,-2.380,-5.554
-0.193,0.895,-0.206,2.136,-1.343,-6.104
-0.178,0.930,-0.206,3.296,0.244,-4.822
-0.178,0.953,-0.200,4.150,0.793,-3.113
-0.175,0.959,-0.185,5.127,0.122,-1.953
-0.176,0.955,-0.184,6.104,-0.549,-1.831
-0.176,0.930,-0.191,7.141,-1.587,-2.869
-0.164,0.908,-0.201,3.967,-2.197,-4.150
-0.163,0.927,-0.208,-3.357,-1.831,-4.578
-0.163,0.961,-0.200,-10.071,0.000,-3.357
-0.152,0.979,-0.211,-14.282,1.282,-0.122
-0.165,0.951,-0.217,-15.808,0.854,3.418
-0.158,0.942,-0.238,-15.930,-0.854,5.798
-0.153,0.935,-0.262,-14.465,-3.174,5.615
-0.159,0.925,-0.276,-12.451,-4.883,2.930
-0.176,0.924,-0.276,-12.085,-4.639,-0.244
-0.178,0.947,-0.280,-10.742,-1.404,-0.549
-0.164,0.971,-0.291,-8.179,2.380,1.099
-0.151,0.967,-0.297,-5.371,4.272,3.235
-0.189,0.912,-0.265,-2.686,3.357,5.249
-0.209,0.911,-0.236,-2.502,1.953,6.714
-0.198,0.931,-0.232,-1.160,1.099,5.493
-0.189,0.921,-0.241,2.991,-0.244,0.793
-0.187,0.911,-0.245,6.836,-1.526,-3.601
-0.189,0.933,-0.258,7.446,-1.831,-5.005
-0.182,0.947,-0.275,7.080,-1.099,-4.089
-0.179,0.963,-0.298,5.554,-0.671,-2.380
-0.178,0.969,-0.316,2.502,-0.488,-1.160
-0.187,0.965,-0.319,-0.122,-0.244,-0.366
-0.208,0.950,-0.308,-1.953,0.671,0.732
-0.199,0.962,-0.295,-2.197,2.869,2.197
-0.189,0.966,-0.285,0.000,4.700,3.418
-0.186,0.950,-0.280,3.540,5.920,4.028
-0.182,0.943,-0.272,5.859,6.287,4.150
-0.178,0.936,-0.260,6.104,6.409,3.540
-0.179,0.928,-0.251,6.042,5.737,2.319
-0.175,0.926,-0.258,6.226,4.578,1.038
-0.176,0.927,-0.255,6.653,2.869,-0.183
-0.172,0.920,-0.257,7.202,1.648,-0.977
-0.170,0.918,-0.259,6.470,1.099,-1.404
-0.167,0.925,-0.257,5.188,0.793,-1.343
-0.163,0.937,-0.256,4.211,0.549,-1.038
-0.167,0.945,-0.257,3.784,0.732,0.122
-0.170,0.942,-0.264,2.197,1.221,1.770
-0.164,0.943,-0.267,0.061,1.526,2.747
-0.161,0.935,-0.272,-1.465,1.587,2.747
-0.167,0.932,-0.273,-2.380,1.587,2.930
-0.172,0.931,-0.276,-2.075,1.526,3.296
-0.182,0.940,-0.276,-0.793,1.648,3.662
-0.184,0.949,-0.274,0.183,2.502,3.723
-0.181,0.955,-0.271,1.526,3.662,3.113
-0.170,0.955,-0.269,3.174,4.211,1.953
-0.165,0.949,-0.256,4.700,4.028,0.977
-0.167,0.952,-0.241,6.470,3.723,1.038
-0.161,0.948,-0.232,8.545,3.296,1.465
-0.161,0.936,-0.225,10.315,2.991,1.709
-0.157,0.931,-0.222,10.803,2.625,1.709
-0.154,0.921,-0.228,10.315,2.747,1.404
-0.157,0.910,-0.235,8.728,3.357,1.160
-0.164,0.916,-0.241,5.920,4.456,1.770
-0.165,0.938,-0.238,3.479,5.737,2.747
-0.165,0.948,-0.230,3.113,7.202,2.930

3.033,0.661,0.463,-71.777,8.179,-282.349
3.480,1.351,0.375,-49.377,-14.648,-262.695
3.590,2.025,0.299,-9.460,-33.997,-255.188
3.332,2.503,0.128,50.842,-55.115,-250.366
2.684,2.537,-0.194,114.319,-72.937,-238.220
2.092,2.432,-0.605,136.597,-91.125,-201.538
1.436,2.039,-1.333,93.262,-137.695,-145.325
1.118,2.803,-1.897,-7.507,-153.198,-81.421
0.361,2.424,-2.105,-103.271,-158.386,-5.798
-0.189,1.783,-2.172,-257.935,-118.652,60.242
-0.539,1.791,-1.857,-393.677,-37.598,133.362
-0.348,1.522,-1.521,-416.626,52.551,164.978
0.062,1.230,-1.070,-341.797,114.746,140.869
0.154,0.879,-0.682,-185.364,128.296,94.788
0.181,0.687,-0.357,-7.324,115.723,45.105
0.115,0.555,-0.042,148.193,91.614,7.019
0.085,0.423,0.128,248.718,64.636,-17.212
0.027,0.427,0.277,300.232,41.992,-26.306
0.013,0.393,0.362,306.763,29.419,-29.114
0.042,0.356,0.323,257.935,20.996,-32.349
0.021,0.465,0.215,164.124,10.559,-34.485
-0.003,0.685,0.094,54.932,0.732,-33.020
-0.006,0.885,-0.068,-41.016,-5.798,-27.893
-0.009,1.021,-0.246,-103.821,-10.620,-18.494
-0.025,1.115,-0.390,-129.272,-13.733,-5.859
-0.034,1.167,-0.497,-125.244,-13.855,5.554
-0.057,1.144,-0.554,-96.558,-11.475,12.756
-0.082,1.112,-0.568,-52.673,-6.897,14.954
-0.092,1.051,-0.549,-8.545,1.160,12.573
-0.115,0.962,-0.494,26.917,10.864,7.141
-0.125,0.968,-0.405,47.607,20.020,1.526
-0.103,0.970,-0.328,59.631,27.710,-3.174
-0.091,0.950,-0.269,67.017,30.945,-6.592
-0.085,0.942,-0.208,66.467,30.029,-7.812
-0.087,0.935,-0.165,57.190,26.489,-6.409
-0.109,0.923,-0.136,42.664,21.179,-3.906
-0.126,0.933,-0.133,25.085,15.808,-0.671
-0.127,0.934,-0.136,8.057,11.780,2.502
-0.125,0.952,-0.146,-4.150,8.423,4.517
-0.120,0.953,-0.171,-9.033,4.761,5.615
-0.121,0.952,-0.201,-7.568,0.854,5.798
-0.132,0.949,-0.229,-3.662,-2.380,5.371
-0.136,0.960,-0.259,1.282,-3.540,4.700
-0.149,0.966,-0.282,5.310,-3.235,3.601
-0.156,0.965,-0.298,6.897,-1.526,2.014
-0.160,0.958,-0.293,6.775,1.038,0.549
-0.155,0.965,-0.287,6.409,3.296,-0.061
-0.150,0.988,-0.279,6.592,4.822,0.244
-0.143,0.983,-0.268,8.118,5.737,0.000
-0.150,0.970,-0.264,9.827,6.042,-0.854
-0.143,0.939,-0.264,10.803,6.348,-1.526
-0.153,0.930,-0.252,10.071,7.385,-0.793
-0.140,0.950,-0.234,7.874,8.057,1.831
-0.130,0.966,-0.223,6.348,6.592,4.211
-0.130,0.953,-0.220,7.202,3.662,5.310
-0.131,0.945,-0.227,9.155,1.282,5.188
-0.134,0.929,-0.230,10.071,-0.488,3.540
-0.135,0.898,-0.233,7.751,-1.343,0.671
-0.138,0.889,-0.233,2.258,-1.038,-1.892
-0.146,0.915,-0.226,-2.380,1.221,-2.014
-0.144,0.934,-0.227,-5.310,5.127,-0.549
-0.130,0.950,-0.226,-6.775,8.118,0.366
-0.128,0.961,-0.223,-6.958,9.583,0.244
-0.133,0.953,-0.219,-5.859,10.376,-0.671
-0.141,0.950,-0.219,-5.005,11.963,-0.732
-0.128,0.948,-0.235,-5.554,14.404,0.549
-0.116,0.955,-0.233,-6.531,15.564,2.441
-0.111,0.965,-0.226,-5.432,14.038,4.639
-0.121,0.973,-0.213,-2.747,10.864,5.676
-0.125,0.975,-0.210,0.916,7.935,5.371
-0.126,0.950,-0.218,4.700,6.348,3.662
-0.143,0.927,-0.219,6.714,5.859,2.136
-0.146,0.920,-0.221,6.409,6.409,1.709
-0.143,0.933,-0.216,4.883,6.287,1.587
-0.141,0.939,-0.217,4.333,5.920,1.038
-0.143,0.931,-0.225,5.066,5.005,0.244
-0.139,0.927,-0.235,5.493,4.211,0.122
-0.141,0.938,-0.242,5.127,3.784,1.160
-0.148,0.936,-0.249,4.150,3.052,2.991
-0.154,0.934,-0.260,2.625,2.563,4.578
-0.161,0.923,-0.268,1.282,2.319,5.554
-0.171,0.912,-0.272,-0.366,2.625,5.798
-0.178,0.911,-0.271,-1.587,3.662,5.676
-0.176,0.921,-0.269,-1.953,4.578,5.005
-0.175,0.938,-0.259,-0.366,4.883,3.601
-0.177,0.933,-0.245,3.601,4.456,1.465
-0.174,0.904,-0.242,8.301,4.333,-0.549
-0.167,0.876,-0.235,11.047,3.540,-1.648
-0.156,0.868,-0.222,11.047,1.282,-2.625
-0.162,0.867,-0.207,8.972,-1.404,-3.174
-0.152,0.878,-0.209,6.531,-3.052,-3.845
-0.150,0.882,-0.219,5.798,-4.211,-4.700
-0.141,0.878,-0.233,6.348,-6.470,-5.493
-0.146,0.890,-0.242,7.202,-9.827,-5.493
-0.153,0.904,-0.255,7.202,-12.085,-4.517
-0.159,0.914,-0.271,6.042,-11.292,-3.479
-0.164,0.909,-0.284,4.272,-9.155,-2.319
-0.163,0.911,-0.295,1.770,-6.470,-1.404
-0.167,0.911,-0.294,-0.488,-3.601,-1.099
-0.170,0.904,-0.288,-2.319,-0.610,-1.038
-0.159,0.911,-0.278,-4.089,2.197,-0.916
-0.151,0.921,-0.265,-3.967,4.211,-1.221
-0.134,0.924,-0.259,-1.221,4.883,-1.953
-0.131,0.920,-0.261,3.235,3.357,-2.563
-0.130,0.922,-0.261,7.446,1.770,-2.991
-0.131,0.918,-0.264,10.559,0.427,-3.235
-0.129,0.913,-0.274,11.536,0.244,-3.296
-0.130,0.921,-0.269,10.742,0.854,-2.502
-0.130,0.944,-0.265,8.972,1.831,-1.282
-0.132,0.948,-0.266,6.897,3.357,-0.061
-0.133,0.953,-0.256,4.700,4.517,0.732
-0.137,0.959,-0.248,2.625,5.554,1.038
-0.138,0.966,-0.243,1.404,6.348,0.854
-0.141,0.959,-0.242,1.343,7.141,0.427
-0.146,0.974,-0.235,1.099,8.301,0.610
-0.135,0.992,-0.231,1.282,9.277,1.404
-0.130,0.998,-0.229,2.014,9.155,2.258
-0.139,1.003,-0.225,2.441,8.057,2.930
-0.144,1.013,-0.224,3.357,7.080,3.296

2.508,0.819,0.252,-98.328,-26.001,-239.502
2.789,1.199,0.159,-61.829,-25.269,-258.545
2.990,1.735,0.061,-18.372,-26.794,-283.691
2.914,2.303,-0.006,38.330,-34.241,-305.542
2.521,2.754,-0.067,103.088,-41.016,-309.998
2.081,2.767,-0.403,143.494,-45.227,-289.917
1.458,2.461,-0.762,162.964,-86.304,-216.492
1.312,2.494,-1.484,132.568,-132.446,-133.484
0.988,3.030,-1.692,83.313,-162.048,-51.758
0.179,2.203,-1.573,31.555,-170.288,25.818
-0.264,1.844,-1.609,-86.731,-132.019,109.985
-0.370,1.656,-1.406,-209.839,-64.453,175.232
-0.226,1.345,-1.125,-259.094,7.874,199.585
-0.059,1.046,-0.661,-231.689,69.275,179.565
0.126,0.800,-0.273,-136.658,106.689,137.634
0.187,0.624,-0.018,-18.921,117.065,86.975
0.059,0.591,0.206,92.285,106.262,37.842
0.186,0.404,0.274,167.664,86.609,-3.967
0.231,0.284,0.277,199.402,53.223,-30.579
0.123,0.270,0.308,195.312,16.541,-40.894
0.074,0.391,0.267,148.926,-7.324,-42.358
0.068,0.503,0.137,73.547,-19.714,-38.940
0.054,0.639,-0.044,-12.268,-25.391,-29.968
0.021,0.800,-0.225,-85.876,-26.184,-15.686
0.008,0.962,-0.351,-130.371,-24.597,-1.648
0.005,1.044,-0.425,-143.921,-21.667,7.141
-0.031,1.047,-0.459,-129.333,-16.663,11.963
-0.062,1.038,-0.455,-94.788,-9.521,15.076
-0.084,1.034,-0.413,-48.645,-2.808,14.587
-0.086,0.992,-0.367,0.854,3.723,8.850
-0.089,0.920,-0.302,44.434,8.728,0.244
-0.096,0.894,-0.252,71.411,12.024,-6.287
-0.084,0.883,-0.222,84.167,13.306,-9.827
-0.088,0.859,-0.183,86.792,13.306,-10.864
-0.082,0.844,-0.155,76.477,12.756,-9.155
-0.083,0.852,-0.133,52.856,12.329,-6.470
-0.080,0.879,-0.126,24.414,10.803,-3.662
-0.069,0.926,-0.132,0.305,8.667,-1.038
-0.080,0.957,-0.143,-13.611,5.859,1.038
-0.091,0.950,-0.166,-19.470,2.991,2.502
-0.103,0.940,-0.193,-20.813,0.916,3.601
-0.101,0.950,-0.229,-19.409,-1.404,3.845
-0.098,0.950,-0.243,-15.381,-2.747,2.319
-0.109,0.973,-0.258,-10.803,-4.883,0.610
-0.114,0.997,-0.274,-6.226,-5.920,-0.854
-0.118,1.007,-0.296,-1.587,-6.042,-2.075
-0.117,1.005,-0.315,2.808,-5.005,-2.686
-0.118,1.010,-0.332,5.005,-2.502,-2.014
-0.116,1.002,-0.332,4.028,0.000,-0.916
-0.114,1.012,-0.314,0.549,1.892,0.061
-0.120,1.024,-0.292,-2.808,2.197,0.183
-0.123,1.030,-0.278,-4.272,2.197,-0.183
-0.110,1.023,-0.275,-3.845,2.441,-0.488
-0.103,1.000,-0.281,-3.296,2.563,-1.099
-0.103,0.995,-0.276,-4.395,2.625,-0.549
-0.098,0.994,-0.274,-7.751,3.296,1.526
-0.096,1.004,-0.271,-11.780,3.723,3.845
-0.101,1.006,-0.260,-13.855,3.113,5.249
-0.114,1.006,-0.250,-13.062,2.197,5.066
-0.121,0.994,-0.247,-9.949,1.099,3.845
-0.120,0.971,-0.252,-5.371,0.549,1.892
-0.124,0.966,-0.247,-0.793,1.526,0.671
-0.129,0.967,-0.238,2.014,3.296,1.221
-0.123,0.983,-0.236,2.747,5.066,3.113
-0.119,0.990,-0.235,1.465,6.104,4.333
-0.117,1.000,-0.228,-0.061,6.409,3.906
-0.110,0.998,-0.218,-0.793,6.714,2.502
-0.109,0.989,-0.205,-0.305,6.470,1.404
-0.109,0.974,-0.199,0.977,5.737,1.343
-0.104,0.967,-0.203,2.747,4.700,1.831
-0.105,0.947,-0.210,4.578,3.235,2.258
-0.105,0.933,-0.222,5.615,1.648,2.014
-0.107,0.938,-0.226,5.371,0.366,1.404
-0.110,0.952,-0.225,4.761,-0.671,0.488
-0.111,0.951,-0.224,5.188,-1.404,-0.549
-0.116,0.942,-0.232,6.775,-1.404,-1.099
-0.114,0.927,-0.234,8.484,-0.488,-0.488
-0.112,0.926,-0.240,8.728,1.526,1.099
-0.109,0.932,-0.252,5.249,3.784,2.625
-0.108,0.937,-0.250,1.831,4.883,2.991
-0.112,0.939,-0.247,0.061,4.761,2.441
-0.113,0.930,-0.249,0.854,4.089,1.953
-0.112,0.915,-0.260,2.869,3.296,2.136
-0.123,0.909,-0.260,3.845,4.395,3.113
-0.125,0.918,-0.259,2.136,6.165,4.944
-0.123,0.922,-0.252,0.122,7.568,6.409
-0.121,0.925,-0.241,-1.282,6.775,6.958
-0.123,0.931,-0.241,-1.709,5.615,6.714
-0.125,0.927,-0.246,0.000,3.906,5.859
-0.124,0.919,-0.252,2.869,2.258,3.906
-0.128,0.904,-0.256,4.700,1.099,1.526
-0.128,0.892,-0.258,4.639,0.671,-1.404
-0.134,0.895,-0.272,3.479,1.160,-3.662
-0.140,0.911,-0.252,3.113,3.174,-3.601
-0.127,0.941,-0.248,0.671,5.127,-1.282
-0.137,0.967,-0.254,-2.258,5.310,1.221
-0.132,0.969,-0.245,-2.319,4.333,2.136
-0.138,0.950,-0.249,-0.916,3.357,2.380
-0.140,0.937,-0.253,0.244,2.991,2.747
-0.143,0.926,-0.253,0.977,3.418,2.808
-0.141,0.917,-0.256,2.136,4.272,2.319
-0.135,0.917,-0.255,3.479,5.310,1.465
-0.127,0.907,-0.247,5.249,5.798,-0.183
-0.125,0.907,-0.246,6.226,5.615,-1.892
-0.125,0.917,-0.238,4.761,4.517,-2.441
-0.126,0.929,-0.229,2.197,2.747,-2.502
-0.126,0.935,-0.228,1.160,1.709,-2.319
-0.131,0.934,-0.234,1.221,1.526,-1.404
-0.129,0.938,-0.240,1.221,1.770,0.061
-0.124,0.936,-0.247,1.831,1.770,0.793
-0.124,0.927,-0.260,1.831,1.709,0.732
-0.130,0.935,-0.259,1.221,1.831,0.427
-0.130,0.953,-0.256,0.549,2.686,0.183
-0.130,0.970,-0.258,0.977,4.639,0.183
-0.125,0.968,-0.256,2.563,6.592,0.610
-0.117,0.968,-0.255,4.517,7.874,1.526
-0.122,0.967,-0.249,5.981,8.301,2.197
-0.122,0.961,-0.247,6.836,8.362,2.014
-0.123,0.953,-0.247,7.446,7.996,1.221

2.622,0.951,0.475,-164.612,-5.127,-193.420
2.818,1.719,0.446,-121.216,-20.813,-176.147
2.859,2.573,0.398,-33.752,-37.170,-172.485
2.577,3.182,0.333,102.051,-53.467,-182.800
2.101,3.231,0.158,240.173,-59.021,-201.538
1.731,2.601,-0.187,305.969,-57.373,-212.524
1.482,1.763,-0.630,260.925,-89.539,-168.457
1.148,1.440,-1.324,101.807,-155.823,-105.652
0.597,2.336,-1.855,-92.468,-203.613,-51.880
-0.055,1.966,-1.997,-250.549,-208.618,3.967
-0.385,1.762,-1.964,-400.513,-160.645,60.913
-0.596,1.901,-1.651,-491.943,-78.674,111.572
-0.505,1.747,-1.350,-489.380,7.874,112.732
-0.318,1.552,-1.047,-375.793,75.562,79.895
-0.170,1.436,-0.851,-186.584,113.525,43.884
0.002,1.178,-0.756,8.301,120.911,9.705
0.020,1.052,-0.569,161.987,108.459,-11.475
-0.008,0.825,-0.423,253.784,90.454,-18.738
-0.004,0.665,-0.259,281.982,76.416,-12.878
-0.035,0.632,-0.097,264.099,67.749,-1.038
-0.047,0.669,-0.003,213.928,63.293,5.493
-0.050,0.704,0.027,148.926,58.655,3.235
-0.042,0.707,0.047,83.252,49.622,-4.211
-0.042,0.769,0.042,22.339,35.278,-10.254
-0.053,0.879,0.012,-22.705,18.433,-11.841
-0.063,0.922,-0.040,-45.593,2.441,-9.399
-0.064,0.941,-0.115,-50.903,-9.766,-5.188
-0.093,0.923,-0.206,-45.837,-18.433,-1.099
-0.147,0.912,-0.278,-35.034,-21.729,1.709
-0.186,0.956,-0.334,-23.987,-19.775,2.441
-0.196,0.959,-0.368,-12.512,-13.794,0.061
-0.208,0.927,-0.372,-2.075,-5.859,-3.784
-0.217,0.925,-0.348,5.066,2.441,-6.226
-0.195,0.946,-0.322,9.521,9.888,-7.385
-0.176,0.960,-0.293,13.306,14.648,-7.568
-0.167,0.960,-0.261,15.869,16.357,-6.531
-0.165,0.954,-0.241,14.526,15.076,-4.089
-0.164,0.924,-0.227,10.925,12.451,-0.916
-0.179,0.899,-0.221,6.287,9.277,2.625
-0.179,0.894,-0.218,1.465,6.348,5.493
-0.190,0.872,-0.219,-0.854,3.418,6.653
-0.196,0.864,-0.227,-0.916,1.587,6.104
-0.207,0.875,-0.239,-0.732,1.160,4.272
-0.198,0.906,-0.257,0.977,1.160,1.343
-0.185,0.911,-0.274,5.432,1.038,-2.319
-0.185,0.928,-0.293,9.583,1.404,-4.089
-0.173,0.942,-0.315,10.193,2.014,-4.211
-0.157,0.942,-0.326,8.240,2.869,-3.784
-0.153,0.921,-0.329,4.456,3.296,-2.441
-0.165,0.904,-0.331,-0.366,2.502,-0.183
-0.173,0.891,-0.322,-5.859,1.404,1.587
-0.180,0.886,-0.318,-12.024,0.671,2.319
-0.186,0.896,-0.319,-17.517,0.366,2.258
-0.186,0.909,-0.313,-19.531,0.000,1.526
-0.173,0.923,-0.314,-17.822,-1.526,0.427
-0.167,0.916,-0.322,-13.000,-4.456,-0.854
-0.175,0.889,-0.334,-7.690,-7.141,-1.526
-0.188,0.865,-0.346,-4.883,-7.690,-1.221
-0.198,0.880,-0.347,-6.470,-5.249,-0.183
-0.203,0.882,-0.341,-8.850,-2.319,0.610
-0.202,0.893,-0.337,-10.498,0.061,0.244
-0.200,0.904,-0.324,-11.230,1.587,-0.732
-0.203,0.915,-0.317,-10.620,2.258,-1.709
-0.199,0.922,-0.311,-9.277,2.869,-2.502
-0.191,0.933,-0.305,-8.179,3.784,-2.686
-0.188,0.947,-0.294,-7.935,4.578,-1.831
-0.182,0.952,-0.287,-6.470,4.822,-1.038
-0.176,0.947,-0.284,-4.211,4.883,-0.793
-0.174,0.932,-0.288,-1.648,4.211,-1.221
-0.172,0.928,-0.294,0.427,3.601,-1.343
-0.168,0.922,-0.287,2.502,3.052,-1.160
-0.167,0.927,-0.278,3.906,1.526,-0.671
-0.165,0.923,-0.278,5.005,-0.183,-0.732
-0.165,0.909,-0.287,5.737,-1.831,-1.343
-0.162,0.890,-0.298,4.822,-3.418,-2.258
-0.178,0.883,-0.301,2.258,-4.089,-2.563
-0.189,0.897,-0.314,0.244,-3.845,-1.709
-0.196,0.899,-0.322,-0.122,-3.052,-0.610
-0.195,0.910,-0.330,-0.671,-1.953,0.244
-0.207,0.912,-0.337,-1.465,-0.916,0.916
-0.214,0.915,-0.330,-0.427,0.549,0.916
-0.216,0.922,-0.327,1.892,2.563,0.366
-0.209,0.926,-0.324,5.432,4.272,-0.916
-0.194,0.923,-0.317,10.010,4.944,-2.380
-0.188,0.915,-0.312,14.038,4.089,-2.991
-0.192,0.906,-0.312,16.724,3.540,-2.808
-0.194,0.904,-0.320,16.541,3.723,-1.648
-0.192,0.912,-0.324,13.489,3.845,-0.610
-0.201,0.916,-0.330,9.766,3.784,-0.183
-0.208,0.931,-0.333,6.348,4.028,-0.244
-0.211,0.939,-0.337,4.272,4.639,-0.061
-0.211,0.937,-0.339,3.601,5.615,0.122
-0.211,0.934,-0.338,4.150,6.348,0.916
-0.215,0.921,-0.328,4.883,7.263,1.892
-0.210,0.916,-0.318,4.333,8.667,2.869
-0.209,0.907,-0.300,2.930,9.277,3.235
-0.209,0.904,-0.287,2.319,8.789,2.686
