aX,aY,aZ,gX,gY,gZ
0.249,0.929,-0.248,21.118,7.812,7.690
0.249,0.921,-0.258,21.790,8.972,7.080
0.238,0.925,-0.253,22.339,9.399,7.202
0.217,0.931,-0.240,22.095,10.986,7.263
0.199,0.919,-0.241,22.278,14.160,6.836
0.196,0.911,-0.229,21.301,17.456,6.897
0.201,0.922,-0.229,19.531,20.691,7.263

1.931,0.455,-0.464,-38.574,-331.177,-12.817
1.817,0.542,-0.655,-42.053,-327.515,-29.297
1.671,0.675,-0.900,-47.607,-319.275,-42.419
1.556,0.699,-1.288,-57.739,-311.035,-53.406
1.617,0.695,-1.791,-73.730,-310.730,-61.401
1.573,1.007,-2.040,-76.599,-315.247,-71.899
0.809,1.163,-1.952,-81.726,-285.706,-88.440
0.090,1.296,-1.663,-115.356,-195.923,-88.623
-0.074,1.375,-1.288,-174.622,-59.143,-69.031
-0.036,1.358,-0.985,-222.168,81.116,-39.124
-0.029,1.556,-0.768,-210.754,176.697,-10.010
0.309,1.450,-0.417,-129.089,229.553,8.728
0.557,1.111,-0.735,20.691,245.239,27.893
0.837,1.045,-1.048,133.118,191.711,59.875
0.875,0.821,-0.904,161.621,69.519,77.698
0.658,0.653,-0.776,171.509,-43.518,75.867
0.420,0.590,-0.557,168.762,-120.483,64.392
0.211,0.523,-0.224,160.400,-146.790,45.776
0.066,0.500,-0.254,174.194,-116.089,29.175
0.101,0.442,-0.339,167.053,-61.523,17.822
0.168,0.494,-0.317,109.924,-31.860,14.832
0.241,0.616,-0.341,57.068,-6.653,12.268
0.265,0.706,-0.353,6.653,11.169,2.930
0.289,0.784,-0.363,-30.212,25.757,-7.324
0.307,0.872,-0.394,-50.903,35.522,-12.573
0.315,0.960,-0.386,-59.998,36.987,-12.146
0.326,1.008,-0.386,-56.091,31.860,-8.301
0.338,1.032,-0.390,-39.307,21.484,-2.502
0.332,1.042,-0.386,-17.639,8.118,5.127
0.310,1.035,-0.386,4.395,-2.136,11.597
0.291,1.016,-0.379,22.522,-8.240,15.564
0.273,0.982,-0.376,36.560,-10.437,17.639
0.244,0.930,-0.356,44.739,-9.949,18.738
0.218,0.873,-0.324,45.288,-5.859,19.043
0.170,0.861,-0.252,38.940,2.319,19.775
0.185,0.880,-0.225,32.776,14.587,20.386
0.221,0.899,-0.229,28.198,25.391,19.958
0.235,0.893,-0.212,20.752,28.870,18.250
0.224,0.911,-0.194,13.428,27.100,15.747
0.201,0.906,-0.150,9.033,23.682,12.451
0.199,0.892,-0.143,8.423,21.484,9.644
0.203,0.906,-0.138,9.155,18.921,8.667
0.203,0.933,-0.127,9.277,14.954,8.179
0.201,0.937,-0.129,10.925,11.292,7.019
0.195,0.916,-0.138,12.878,7.385,5.981
0.179,0.910,-0.139,12.939,4.089,5.615
0.175,0.906,-0.144,11.597,3.540,5.554
0.178,0.894,-0.151,9.460,5.249,5.615
0.192,0.912,-0.165,6.104,7.751,5.798
0.194,0.921,-0.167,1.831,9.766,5.066
0.209,0.919,-0.181,-1.099,10.193,4.089
0.222,0.926,-0.196,-2.625,9.338,3.174
0.226,0.940,-0.202,-3.296,6.958,2.319
0.220,0.933,-0.204,-2.869,4.517,0.977
0.202,0.918,-0.198,-2.563,2.747,-0.061
0.177,0.914,-0.188,-3.235,3.174,-0.549
0.171,0.918,-0.192,-3.845,6.531,-0.793
0.169,0.944,-0.186,-4.944,10.742,-0.732
0.185,0.944,-0.192,-5.066,13.550,-0.916
0.204,0.941,-0.203,-5.371,13.184,-1.343
0.209,0.956,-0.200,-5.493,11.230,-2.319
0.216,0.975,-0.187,-3.845,9.460,-3.906
0.212,0.965,-0.177,-2.502,8.484,-6.165
0.208,0.918,-0.191,-3.174,9.460,-8.545
0.217,0.911,-0.190,-4.517,10.071,-7.874
0.226,0.923,-0.185,-6.714,10.010,-6.714
0.212,0.971,-0.167,-9.155,10.132,-5.920
0.197,0.998,-0.153,-12.146,10.986,-7.507
0.197,0.957,-0.165,-14.343,11.230,-10.986
0.184,0.892,-0.166,-15.076,10.620,-12.634
0.191,0.865,-0.194,-13.184,10.498,-10.193
0.202,0.852,-0.199,-15.076,10.315,-6.897
0.215,0.894,-0.205,-15.259,9.460,-3.906
0.220,0.947,-0.202,-12.268,8.179,-1.709
0.218,0.969,-0.201,-7.568,6.775,-0.366
0.212,0.951,-0.211,-3.235,6.042,0.549
0.216,0.927,-0.228,0.427,5.188,2.075
0.218,0.905,-0.236,3.296,3.845,3.906
0.207,0.887,-0.239,5.188,2.075,5.676
0.194,0.874,-0.239,6.042,1.587,7.385
0.183,0.877,-0.242,6.226,3.235,8.301
0.185,0.897,-0.242,6.470,6.104,8.606
0.180,0.936,-0.230,8.179,8.301,7.507
0.187,0.932,-0.231,11.597,9.277,5.188
0.194,0.921,-0.228,15.686,8.484,4.089
0.193,0.915,-0.229,20.142,6.348,4.395
0.190,0.909,-0.225,23.437,3.540,5.127
0.185,0.920,-0.219,25.391,1.099,5.310
0.177,0.915,-0.221,27.039,-0.916,4.517
0.180,0.903,-0.229,28.564,-2.563,3.052
0.185,0.890,-0.234,30.640,-3.662,1.099
0.181,0.913,-0.223,33.813,-4.272,-0.305
0.158,0.928,-0.204,38.696,-3.601,-1.587
0.141,0.909,-0.195,41.992,-1.038,-3.052
0.154,0.893,-0.187,40.100,3.662,-4.333
0.166,0.883,-0.183,32.837,8.179,-5.432
0.189,0.890,-0.174,23.560,11.108,-6.714
0.212,0.917,-0.168,13.794,12.451,-8.667
0.231,0.901,-0.169,5.005,12.146,-11.536
0.247,0.897,-0.179,-0.183,9.705,-12.207
0.239,0.925,-0.185,-2.441,5.737,-9.583
0.226,0.941,-0.191,-1.770,2.258,-7.324
0.208,0.951,-0.200,-0.183,0.061,-5.188
0.190,0.948,-0.205,1.953,-0.610,-3.845
0.182,0.949,-0.206,3.967,0.427,-1.892
0.185,0.952,-0.206,6.226,2.075,-0.122
0.190,0.937,-0.208,8.667,3.174,1.648
0.191,0.935,-0.201,11.292,3.113,3.174
0.193,0.932,-0.187,12.939,2.380,4.028
0.200,0.929,-0.179,14.282,2.625,4.639
0.208,0.940,-0.164,14.038,3.601,4.517
0.210,0.940,-0.160,12.451,4.822,3.906
0.219,0.938,-0.161,11.047,5.432,3.479
0.222,0.945,-0.154,8.606,4.822,3.967
0.217,0.950,-0.152,5.188,3.540,4.883
0.207,0.960,-0.150,1.831,1.770,6.470
0.200,0.972,-0.145,-0.305,0.488,8.545
0.187,0.966,-0.156,-1.892,0.732,10.437
0.178,0.967,-0.148,-3.357,2.075,12.634

1.799,0.880,-0.505,-71.350,-307.007,88.379
1.764,1.001,-0.955,-30.334,-301.941,65.857
1.983,0.810,-1.731,-8.240,-307.373,37.170
2.073,0.909,-2.081,0.916,-328.369,3.662
0.922,0.789,-2.060,-10.010,-314.758,-40.344
-0.069,1.198,-1.862,-43.884,-217.712,-55.237
-0.150,1.596,-1.537,-114.929,-64.819,-59.082
0.001,1.526,-1.224,-192.688,90.393,-75.623
0.109,1.494,-0.988,-202.087,201.904,-80.200
0.285,1.484,-0.767,-148.682,262.024,-70.740
0.469,1.205,-0.623,-49.133,272.156,-38.757
0.723,1.051,-0.700,55.542,235.291,18.433
0.882,1.045,-0.632,125.610,172.058,55.725
0.825,1.050,-0.604,168.701,103.638,58.899
0.679,0.806,-0.548,191.833,23.621,36.621
0.525,0.523,-0.373,190.308,-52.307,18.677
0.326,0.512,0.133,192.139,-94.543,25.269
0.131,0.552,-0.153,231.384,-73.120,46.204
0.053,0.484,-0.068,197.693,-55.908,60.120
0.084,0.445,-0.088,137.085,-29.358,59.570
0.152,0.532,-0.169,70.679,-2.930,47.058
0.209,0.687,-0.228,8.362,20.508,23.804
0.259,0.796,-0.260,-42.725,37.781,-6.897
0.282,0.875,-0.265,-74.707,47.668,-33.569
0.299,0.967,-0.276,-84.229,50.415,-47.058
0.305,1.032,-0.260,-79.285,46.875,-47.974
0.309,1.083,-0.240,-64.880,39.124,-38.025
0.316,1.090,-0.242,-43.274,30.640,-23.376
0.335,1.079,-0.271,-16.785,21.729,-9.277
0.331,1.037,-0.289,6.104,9.521,2.014
0.305,0.995,-0.288,22.400,-1.709,10.742
0.281,0.977,-0.273,32.532,-7.324,17.273
0.254,0.943,-0.252,38.818,-6.897,21.851
0.241,0.922,-0.237,41.382,-2.563,25.330
0.227,0.914,-0.220,38.696,5.127,27.161
0.227,0.911,-0.212,32.532,13.672,27.222
0.214,0.900,-0.201,24.658,20.325,25.330
0.213,0.929,-0.185,16.541,24.597,22.766
0.218,0.940,-0.169,10.681,26.123,18.677
0.218,0.939,-0.170,6.897,24.536,13.977
0.216,0.939,-0.161,4.333,20.691,10.193
0.215,0.941,-0.156,2.258,16.724,7.629
0.223,0.932,-0.145,0.549,12.634,6.531
0.217,0.949,-0.135,-1.038,9.155,6.836
0.216,0.949,-0.138,-1.587,6.653,7.263
0.203,0.922,-0.149,-2.075,4.272,7.568
0.198,0.921,-0.155,-2.380,2.319,8.484
0.196,0.918,-0.173,-1.953,2.014,9.399
0.201,0.912,-0.184,-2.014,2.319,9.399
0.187,0.912,-0.192,-2.197,2.808,8.789
0.173,0.897,-0.201,-2.869,4.456,6.775
0.171,0.896,-0.212,-4.456,8.667,4.089
0.186,0.911,-0.215,-6.653,14.038,1.404
0.208,0.924,-0.221,-9.705,17.273,-1.221
0.223,0.937,-0.224,-11.841,17.883,-3.418
0.224,0.943,-0.232,-11.902,16.907,-5.005
0.223,0.940,-0.227,-9.949,16.113,-6.958
0.242,0.949,-0.240,-8.728,15.991,-8.972
0.245,0.926,-0.236,-13.184,16.541,-11.475
0.227,0.901,-0.236,-16.418,16.479,-11.719
0.186,0.904,-0.227,-19.409,16.174,-10.498
0.208,0.935,-0.222,-18.738,17.334,-8.362
0.183,0.919,-0.200,-21.606,21.667,-8.667
0.197,0.918,-0.221,-21.851,23.987,-9.460
0.223,0.928,-0.226,-18.555,24.963,-9.521
0.237,0.907,-0.237,-17.822,24.963,-10.193
0.231,0.823,-0.245,-17.334,22.400,-8.911
0.218,0.864,-0.237,-12.756,17.151,-3.723
0.197,0.938,-0.217,-8.972,15.381,1.404
0.203,0.946,-0.217,-7.019,15.442,4.272
0.202,0.934,-0.227,-6.287,15.137,5.859
0.200,0.919,-0.241,-5.249,13.428,6.165
0.198,0.898,-0.250,-3.296,10.498,5.493
0.207,0.881,-0.258,-1.587,7.629,4.150
0.202,0.849,-0.268,-0.793,5.798,2.686
0.193,0.855,-0.267,0.793,2.930,2.502
0.196,0.906,-0.256,3.662,1.648,3.784
0.197,0.919,-0.259,5.920,1.221,4.333
0.203,0.912,-0.278,7.874,0.244,4.028
0.201,0.896,-0.289,10.071,-1.282,2.930
0.196,0.869,-0.292,12.268,-3.357,1.526
0.188,0.851,-0.292,13.306,-4.822,-0.061
0.184,0.844,-0.291,12.817,-4.272,-1.587
0.180,0.871,-0.289,11.780,-2.563,-3.479
0.179,0.909,-0.282,11.902,-0.549,-5.859
0.183,0.917,-0.281,14.160,1.221,-10.010
0.195,0.902,-0.283,17.334,1.587,-13.672
0.199,0.884,-0.278,19.836,1.282,-15.930
0.206,0.884,-0.266,21.790,0.916,-15.869
0.219,0.890,-0.257,21.851,1.343,-14.709
0.228,0.906,-0.258,19.714,1.465,-13.245
0.234,0.908,-0.256,17.700,1.221,-12.512
0.238,0.906,-0.264,17.578,-0.061,-12.207
0.235,0.892,-0.257,17.761,-1.648,-11.841
0.226,0.911,-0.265,19.470,-2.136,-10.864
0.214,0.918,-0.261,20.752,-2.930,-10.010
0.207,0.906,-0.248,21.423,-3.967,-9.338
0.216,0.901,-0.249,23.071,-3.113,-7.629
0.218,0.903,-0.237,22.888,-2.258,-5.615
0.225,0.924,-0.236,21.179,-0.854,-3.540
0.237,0.925,-0.239,19.836,-0.122,-1.831
0.244,0.915,-0.233,17.761,-1.282,-0.488
0.244,0.905,-0.231,15.564,-2.869,1.221
0.239,0.896,-0.224,13.672,-3.906,3.235
0.245,0.927,-0.224,12.024,-3.174,5.310
0.253,0.963,-0.218,11.597,-1.282,6.348
0.254,0.980,-0.241,10.620,0.183,4.822
0.256,0.969,-0.263,10.498,2.014,2.502
0.267,0.958,-0.262,9.521,1.160,1.221
0.272,0.955,-0.255,8.911,0.366,2.075
0.262,0.961,-0.254,8.118,1.221,3.662
0.252,0.959,-0.250,6.775,3.723,5.005
0.251,0.946,-0.257,5.859,7.812,6.287
0.258,0.930,-0.268,5.127,12.146,7.874
0.248,0.947,-0.259,3.662,15.686,9.460
0.243,0.958,-0.248,3.418,19.043,9.949
0.245,0.946,-0.245,5.005,21.606,9.583
0.244,0.932,-0.247,7.202,22.705,9.766
0.242,0.922,-0.233,9.155,22.705,10.071

1.559,0.663,-0.607,12.024,-377.441,-22.156
1.571,0.664,-0.937,-8.179,-345.276,-52.734
1.755,0.600,-1.488,-41.565,-321.655,-75.195
1.822,0.854,-1.779,-77.881,-306.763,-96.069
1.060,1.018,-1.805,-115.540,-261.353,-124.329
0.312,1.230,-1.618,-157.349,-163.635,-137.085
0.128,1.490,-1.334,-191.650,-40.344,-129.517
0.288,1.598,-1.118,-179.871,65.430,-109.558
0.406,1.511,-0.993,-138.977,133.850,-89.600
0.458,1.330,-0.783,-65.430,157.410,-52.734
0.608,1.338,-0.749,30.273,145.386,6.165
0.817,1.157,-0.741,105.530,109.131,45.044
0.927,0.938,-0.762,150.330,57.678,59.570
0.855,0.681,-0.640,165.161,-10.315,60.791
0.636,0.538,-0.046,165.039,-75.806,62.805
0.379,0.597,-0.206,197.815,-90.149,72.021
0.248,0.576,-0.108,191.589,-76.233,80.200
0.221,0.533,-0.105,151.123,-60.913,83.374
0.266,0.542,-0.195,101.746,-41.138,76.172
0.329,0.629,-0.236,54.077,-24.475,58.411
0.342,0.709,-0.319,10.986,-9.583,32.715
0.337,0.788,-0.351,-23.682,1.221,4.028
0.328,0.858,-0.362,-43.701,10.498,-18.799
0.333,0.897,-0.363,-49.683,18.005,-30.518
0.362,0.956,-0.352,-47.485,24.109,-31.677
0.396,0.991,-0.358,-39.734,28.442,-24.841
0.427,1.019,-0.353,-27.710,29.602,-13.672
0.439,1.030,-0.336,-11.841,27.100,-1.465
0.436,1.010,-0.338,5.249,22.278,11.047
0.411,0.967,-0.313,20.203,17.090,22.583
0.383,0.935,-0.307,29.724,14.648,32.043
0.358,0.914,-0.284,34.912,13.367,39.307
0.336,0.889,-0.266,37.476,12.085,43.396
0.299,0.882,-0.244,37.720,12.512,44.373
0.270,0.872,-0.236,36.499,14.832,42.664
0.254,0.852,-0.227,33.691,18.250,39.124
0.238,0.859,-0.214,28.870,22.400,35.339
0.241,0.883,-0.201,23.071,26.001,30.701
0.244,0.897,-0.196,16.785,28.809,25.024
0.244,0.910,-0.183,11.230,30.212,19.409
0.249,0.905,-0.166,6.470,31.067,15.259
0.263,0.896,-0.174,2.747,31.555,13.916
0.270,0.906,-0.161,-0.244,29.419,14.465
0.265,0.912,-0.164,-1.831,25.574,15.503
0.248,0.892,-0.166,-2.747,21.057,16.357
0.222,0.869,-0.169,-2.869,16.663,16.907
0.198,0.875,-0.167,-2.808,15.076,16.785
0.194,0.877,-0.174,-2.930,15.686,15.198
0.201,0.865,-0.184,-3.296,16.724,12.207
0.198,0.886,-0.179,-3.113,16.296,8.911
0.193,0.895,-0.166,-1.282,15.808,5.188
0.187,0.881,-0.151,0.366,15.747,1.526
0.187,0.888,-0.155,-0.244,17.395,-0.549
0.201,0.890,-0.162,-1.831,19.836,-1.038
0.229,0.903,-0.161,-4.089,19.714,-0.244
0.236,0.919,-0.163,-6.592,17.334,1.221
0.232,0.934,-0.171,-7.751,14.099,2.014
0.214,0.929,-0.181,-6.958,11.536,2.014
0.208,0.896,-0.192,-5.432,10.010,1.038
0.194,0.855,-0.207,-4.761,10.925,0.000
0.200,0.858,-0.213,-6.470,14.709,-0.732
0.214,0.881,-0.219,-9.399,19.897,-2.380
0.219,0.918,-0.218,-11.475,22.644,-5.310
0.219,0.941,-0.206,-10.376,22.278,-9.216
0.212,0.947,-0.190,-7.751,20.691,-12.817
0.206,0.923,-0.192,-3.601,19.470,-14.282
0.201,0.894,-0.187,-0.793,18.921,-13.123
0.208,0.874,-0.183,2.869,18.494,-9.644
0.198,0.873,-0.178,4.700,19.287,-5.493
0.208,0.889,-0.191,5.432,21.851,-2.502
0.219,0.892,-0.198,5.798,22.400,-0.305
0.228,0.903,-0.199,7.080,21.179,0.916
0.224,0.914,-0.204,7.996,19.653,1.221
0.218,0.897,-0.206,8.362,18.616,0.183
0.217,0.886,-0.215,8.057,18.005,-1.038
0.214,0.900,-0.210,7.751,17.334,-2.075
0.209,0.916,-0.201,7.812,17.090,-3.296
0.209,0.918,-0.202,8.240,17.029,-3.967
0.219,0.892,-0.210,8.789,16.907,-4.089
0.221,0.880,-0.216,8.667,16.052,-3.052
0.216,0.901,-0.213,8.545,15.137,-0.916
0.213,0.923,-0.207,8.789,14.771,0.671
0.205,0.944,-0.200,10.254,14.709,0.916
0.205,0.935,-0.204,12.451,14.893,-0.183
0.211,0.918,-0.208,14.709,13.916,-1.465
0.216,0.896,-0.203,15.625,12.146,-1.831
0.217,0.895,-0.196,14.404,10.071,-0.977
0.219,0.901,-0.195,12.451,8.301,-0.244
0.226,0.914,-0.203,11.169,6.897,-0.427
0.238,0.936,-0.216,10.742,5.981,-2.075
0.244,0.940,-0.232,10.925,5.066,-4.822
0.238,0.938,-0.250,11.597,4.700,-7.690
0.237,0.945,-0.257,12.512,5.493,-9.216
0.259,0.954,-0.266,13.306,6.958,-9.155
0.280,0.983,-0.275,13.611,8.972,-8.362
0.278,0.996,-0.276,14.343,10.620,-7.568
0.296,0.989,-0.301,15.381,11.841,-5.981
0.302,0.959,-0.310,15.625,12.024,-4.578
0.283,0.970,-0.306,13.794,11.841,-1.404
0.276,0.970,-0.290,11.963,13.489,2.319
0.276,0.969,-0.286,10.559,16.785,5.188
0.292,0.966,-0.285,9.766,20.447,7.751
0.312,0.958,-0.295,9.216,22.888,9.644
0.312,0.940,-0.291,9.338,23.254,10.864
0.306,0.935,-0.286,10.498,23.315,11.780
0.313,0.926,-0.267,12.207,25.024,12.695
0.341,0.914,-0.284,12.939,28.809,13.000
0.371,0.902,-0.299,12.878,33.569,12.939
0.367,0.904,-0.250,9.705,37.781,12.634
0.369,0.914,-0.251,8.850,41.260,11.719
0.343,0.910,-0.234,11.047,42.603,10.681
0.337,0.912,-0.247,12.878,44.189,10.071
0.294,0.915,-0.238,15.137,43.152,10.742
0.244,0.943,-0.225,19.043,41.138,13.062
0.205,0.999,-0.205,28.015,40.039,16.541
0.197,1.026,-0.196,38.757,41.321,20.813
0.201,0.999,-0.180,46.692,42.908,24.902
0.220,0.975,-0.181,50.049,44.800,29.358
0.238,0.970,-0.181,50.232,46.631,33.142

1.518,0.681,-0.719,-5.005,-283.569,65.979
1.462,0.699,-1.012,0.000,-286.072,41.870
1.505,0.610,-1.497,-4.456,-293.762,15.747
1.629,0.819,-1.899,-11.719,-308.899,-10.193
1.033,0.981,-1.778,-23.010,-303.223,-46.875
0.187,1.107,-1.592,-48.401,-229.004,-79.346
-0.106,1.221,-1.262,-107.422,-101.868,-85.205
0.081,1.278,-1.086,-173.035,39.063,-73.914
0.129,1.265,-0.854,-209.656,151.978,-41.077
0.127,1.328,-0.632,-183.533,214.050,3.601
0.349,1.325,-0.556,-83.740,233.337,53.528
0.636,1.212,-0.682,33.813,208.740,90.637
0.818,1.011,-0.784,115.356,137.451,93.384
0.839,0.764,-0.805,162.781,38.452,69.824
0.637,0.534,-0.745,181.580,-65.430,39.734
0.378,0.448,-0.418,170.044,-136.963,26.794
0.145,0.540,-0.098,184.875,-144.043,31.738
0.059,0.551,-0.278,214.661,-92.712,36.255
0.022,0.538,-0.227,163.879,-57.312,32.715
0.099,0.601,-0.243,106.262,-18.311,22.644
0.196,0.687,-0.258,48.401,9.583,8.362
0.259,0.779,-0.293,-3.113,27.344,-5.432
0.300,0.874,-0.308,-39.551,35.828,-15.381
0.327,0.960,-0.323,-56.213,35.461,-19.226
0.344,1.027,-0.343,-54.749,28.198,-17.151
0.342,1.074,-0.354,-41.809,16.663,-10.620
0.317,1.073,-0.353,-23.437,3.296,-2.869
0.293,1.048,-0.339,-2.808,-6.226,4.395
0.278,1.002,-0.351,16.052,-8.179,9.521
0.262,0.945,-0.357,28.687,-6.165,13.123
0.240,0.901,-0.334,35.706,-2.930,16.663
0.211,0.850,-0.295,38.086,1.648,19.348
0.203,0.857,-0.268,36.377,8.667,21.301
0.211,0.876,-0.232,31.982,15.503,22.461
0.216,0.922,-0.203,28.076,20.020,21.240
0.224,0.950,-0.175,25.879,20.813,16.968
0.230,0.939,-0.174,24.414,19.409,10.254
0.245,0.927,-0.171,22.522,15.625,4.272
0.254,0.926,-0.168,20.142,9.521,2.441
0.239,0.934,-0.146,15.808,2.686,3.601
0.220,0.947,-0.144,11.108,-1.587,5.432
0.218,0.925,-0.169,7.507,-3.174,6.714
0.185,0.904,-0.179,2.991,-3.662,6.714
0.166,0.903,-0.188,-2.686,-0.916,4.822
0.189,0.906,-0.200,-7.019,4.089,2.441
0.202,0.911,-0.197,-10.010,8.057,0.610
0.197,0.930,-0.193,-11.292,10.254,-0.732
0.205,0.925,-0.196,-10.010,11.414,-2.380
0.209,0.915,-0.194,-8.362,11.841,-4.150
0.198,0.897,-0.192,-6.775,11.536,-5.676
0.204,0.893,-0.197,-4.883,12.024,-6.287
0.245,0.899,-0.205,-3.540,13.306,-6.165
0.264,0.906,-0.196,-5.554,13.000,-5.737
0.259,0.920,-0.189,-7.324,9.094,-5.310
0.249,0.931,-0.192,-5.920,3.296,-4.578
0.229,0.930,-0.198,-3.723,-1.587,-4.211
0.217,0.921,-0.210,-2.075,-3.723,-4.272
0.205,0.899,-0.221,-3.601,-3.418,-5.066
0.200,0.930,-0.228,-5.920,-0.427,-6.531
0.210,0.961,-0.233,-8.667,4.700,-9.033
0.222,0.960,-0.234,-11.963,10.132,-13.000
0.233,0.958,-0.238,-13.733,13.733,-15.564
0.248,0.947,-0.234,-14.648,16.052,-16.418
0.254,0.944,-0.242,-14.038,17.273,-14.954
0.264,0.925,-0.240,-13.794,17.395,-12.634
0.269,0.928,-0.233,-12.634,15.869,-9.399
0.263,0.937,-0.230,-10.620,13.855,-6.531
0.252,0.940,-0.220,-7.874,11.719,-4.211
0.253,0.916,-0.243,-3.235,9.888,-2.441
0.248,0.908,-0.254,1.770,8.484,0.122
0.255,0.923,-0.253,2.991,8.911,1.465
0.268,0.937,-0.251,2.930,8.972,1.953
0.264,0.959,-0.250,3.784,7.812,2.075
0.248,0.958,-0.252,6.042,6.531,2.258
0.237,0.938,-0.249,8.057,6.714,2.502
0.228,0.914,-0.248,8.545,7.874,3.296
0.224,0.913,-0.246,8.057,9.827,5.005
0.228,0.912,-0.246,7.507,11.963,6.592
0.232,0.921,-0.245,7.263,13.611,7.446
0.219,0.932,-0.241,7.874,14.648,7.202
0.217,0.927,-0.237,9.705,15.564,5.493
0.234,0.903,-0.250,10.742,17.212,2.991
0.243,0.891,-0.249,9.888,17.273,0.854
0.239,0.900,-0.240,8.118,16.235,-0.488
0.234,0.908,-0.229,6.836,15.259,-1.038
0.241,0.918,-0.226,6.226,15.259,-1.038
0.236,0.906,-0.227,5.859,14.954,-0.793
0.225,0.896,-0.229,5.737,13.916,0.122
0.218,0.902,-0.223,6.775,13.245,1.709
0.209,0.905,-0.222,8.484,12.573,3.052
0.204,0.902,-0.225,11.108,12.024,3.357
0.191,0.897,-0.218,13.245,11.658,2.747
0.185,0.878,-0.217,14.832,12.146,1.221
0.189,0.885,-0.209,15.869,12.451,0.671
0.186,0.879,-0.199,15.808,12.817,0.000
0.198,0.875,-0.198,15.320,13.611,-0.488
0.206,0.855,-0.199,14.343,13.062,-0.366
0.206,0.851,-0.194,13.306,11.658,1.038
0.211,0.848,-0.193,12.634,10.864,2.686
0.217,0.844,-0.202,11.047,11.169,4.150
0.218,0.831,-0.209,8.850,11.597,5.371
0.209,0.838,-0.207,6.165,12.695,6.165
0.206,0.845,-0.203,3.540,16.235,6.775
0.216,0.848,-0.202,0.916,20.935,7.019
0.210,0.858,-0.207,-1.648,24.658,7.507
0.189,0.884,-0.201,-1.648,25.269,8.240
0.164,0.911,-0.191,1.526,24.109,8.911
0.154,0.910,-0.186,6.531,22.400,9.155
0.163,0.901,-0.203,10.559,20.691,9.583
0.171,0.907,-0.212,11.963,17.639,10.010
0.183,0.927,-0.216,11.780,14.221,9.277
0.183,0.936,-0.234,10.803,11.475,7.202
0.173,0.939,-0.236,9.338,9.888,4.883
0.181,0.965,-0.234,8.423,10.437,4.028
0.184,0.986,-0.245,7.690,13.306,3.723
0.191,1.002,-0.252,5.066,15.747,3.845
0.195,1.016,-0.254,2.319,17.517,3.784
0.197,1.020,-0.250,0.854,18.250,3.662
0.209,1.016,-0.254,0.610,18.311,3.723

1.928,0.124,-0.473,-51.819,-357.361,63.477
1.757,0.092,-0.676,-33.997,-361.938,66.956
1.572,0.142,-0.869,-26.367,-355.042,68.726
1.411,0.170,-1.130,-27.893,-336.548,66.467
1.302,0.020,-1.523,-45.288,-317.749,58.838
1.354,0.035,-1.868,-62.744,-301.453,51.697
1.211,0.583,-2.022,-64.758,-275.391,41.382
0.558,0.960,-1.852,-77.820,-219.604,14.038
0.115,1.134,-1.581,-101.379,-121.826,-12.024
0.079,1.187,-1.305,-138.855,-5.005,-23.743
0.180,1.033,-1.165,-154.358,92.712,-25.330
0.336,1.276,-1.017,-130.127,157.166,-11.353
0.503,1.321,-0.902,-90.881,192.383,-12.207
0.736,1.234,-0.727,-39.368,200.317,-19.470
0.834,0.985,-0.821,30.701,180.237,-23.071
0.899,0.865,-0.935,100.830,121.704,-7.751
0.823,0.762,-0.731,135.010,25.635,16.846
0.613,0.717,-0.425,150.635,-56.580,40.588
0.380,0.704,-0.211,164.673,-88.074,56.580
0.262,0.659,-0.364,169.067,-72.876,63.354
0.193,0.648,-0.332,131.531,-54.810,63.171
0.198,0.641,-0.388,82.947,-27.832,55.603
0.230,0.654,-0.422,31.006,-0.854,40.039
0.274,0.736,-0.464,-15.259,23.376,21.240
0.326,0.813,-0.480,-48.157,40.955,2.502
0.355,0.885,-0.478,-63.904,49.255,-11.108
0.375,0.978,-0.485,-64.392,49.866,-16.174
0.383,1.062,-0.459,-53.894,41.992,-15.259
0.378,1.102,-0.431,-36.682,30.823,-11.536
0.362,1.082,-0.411,-15.076,21.057,-6.897
0.342,1.026,-0.387,3.845,13.550,-0.793
0.331,0.971,-0.367,17.456,10.620,7.385
0.322,0.924,-0.365,24.597,11.108,15.503
0.298,0.901,-0.334,26.794,11.292,22.705
0.279,0.900,-0.307,28.503,12.756,26.917
0.264,0.873,-0.295,27.893,16.174,27.527
0.246,0.866,-0.276,22.583,20.630,26.489
0.240,0.879,-0.263,15.503,24.841,24.597
0.236,0.880,-0.249,8.850,27.588,22.095
0.245,0.881,-0.230,3.906,28.870,18.799
0.240,0.882,-0.235,-1.160,29.480,15.442
0.237,0.904,-0.228,-5.066,28.564,12.085
0.240,0.907,-0.229,-6.104,24.414,9.277
0.233,0.928,-0.226,-3.357,18.066,7.568
0.219,0.933,-0.221,1.526,11.719,6.104
0.201,0.903,-0.223,6.409,7.568,4.639
0.171,0.888,-0.214,8.240,7.446,3.662
0.175,0.882,-0.227,8.667,11.108,4.089
0.212,0.863,-0.228,7.385,13.855,5.371
0.226,0.876,-0.229,5.066,13.000,7.324
0.230,0.899,-0.223,4.395,10.437,8.423
0.222,0.886,-0.221,6.409,7.812,8.240
0.210,0.857,-0.228,8.057,6.104,6.958
0.201,0.843,-0.236,6.714,6.592,4.578
