aX,aY,aZ,gX,gY,gZ
0.150,0.922,-0.102,-3.418,6.165,-4.089
0.151,0.924,-0.104,-0.732,4.517,-4.761
0.154,0.929,-0.103,1.099,3.357,-6.042
0.155,0.927,-0.101,1.099,2.991,-7.812
0.164,0.916,-0.106,0.061,3.113,-9.216
0.169,0.921,-0.097,-2.075,3.418,-9.949
0.176,0.932,-0.096,-5.066,5.127,-10.193
0.184,0.949,-0.100,-8.484,7.385,-10.071
0.186,0.967,-0.101,-11.597,9.094,-10.559
0.190,0.987,-0.112,-13.367,10.681,-11.475
0.188,0.975,-0.111,-13.794,11.414,-13.306
0.179,0.979,-0.105,-13.306,11.292,-14.160
0.181,0.985,-0.113,-13.733,12.695,-15.320
0.182,0.983,-0.110,-15.625,14.221,-16.968
0.193,0.976,-0.118,-18.433,15.198,-18.738
0.199,0.969,-0.122,-20.569,14.954,-19.348
0.202,0.983,-0.126,-19.836,13.916,-18.250
0.208,0.972,-0.137,-17.822,13.489,-16.357
0.216,0.960,-0.147,-14.221,12.268,-13.306
0.214,0.957,-0.149,-10.071,11.230,-8.484
0.219,0.948,-0.157,-8.301,10.681,-4.822
0.215,0.947,-0.156,-6.775,9.949,-1.343
0.211,0.951,-0.158,-6.165,9.644,1.831
0.209,0.955,-0.162,-5.493,10.254,4.761
0.199,0.953,-0.169,-4.822,11.047,6.897
0.193,0.945,-0.172,-3.784,11.108,8.179
0.185,0.931,-0.177,-2.625,10.681,8.789
0.177,0.927,-0.174,-1.465,9.644,8.850
0.171,0.928,-0.175,0.549,8.484,8.301
0.168,0.936,-0.170,2.869,7.446,7.080
0.169,0.941,-0.169,5.249,7.141,4.883
0.174,0.942,-0.163,8.240,6.775,2.136
0.169,0.944,-0.156,11.414,6.958,-0.488
0.172,0.933,-0.154,13.489,7.751,-2.563
0.176,0.920,-0.151,13.733,8.118,-3.540
0.175,0.919,-0.146,12.634,8.118,-3.845
0.178,0.913,-0.146,11.108,7.935,-3.967
0.177,0.918,-0.142,9.583,7.324,-4.028
0.176,0.930,-0.136,9.094,6.592,-4.211
0.172,0.931,-0.137,8.850,6.531,-4.517
0.178,0.924,-0.138,8.850,5.920,-5.005
0.174,0.932,-0.134,8.850,4.944,-5.493
0.170,0.926,-0.135,8.667,4.456,-5.981
0.169,0.930,-0.136,8.057,4.761,-6.592
0.169,0.944,-0.143,8.240,5.432,-7.019
0.168,0.939,-0.150,9.277,5.249,-8.667
0.187,0.907,-0.151,10.925,4.272,-10.681
0.179,0.921,-0.155,11.902,3.662,-10.681
0.182,0.897,-0.147,12.512,2.319,-10.437
0.192,0.905,-0.166,14.160,1.099,-9.094
0.188,0.938,-0.157,15.930,-0.671,-6.897
0.197,0.947,-0.160,17.212,-2.075,-5.981
0.208,0.954,-0.167,18.616,-2.319,-5.493
0.213,0.961,-0.164,18.921,-2.136,-4.761
0.223,0.974,-0.159,18.738,-1.038,-4.272
0.233,0.988,-0.158,18.005,-0.061,-3.784
0.241,0.985,-0.157,18.005,0.183,-2.747
0.226,0.974,-0.138,16.479,-0.793,-1.953
0.216,0.964,-0.133,14.709,-0.305,-0.061
0.218,0.961,-0.123,12.329,1.221,2.563
0.204,0.958,-0.120,8.850,4.150,5.554
0.210,0.955,-0.132,4.333,7.202,7.629
0.208,0.967,-0.129,1.160,7.874,8.728
0.192,0.970,-0.125,-0.732,6.226,8.850
0.187,0.969,-0.119,-0.244,4.517,8.118

1.438,0.378,-0.835,-109.924,-360.229,8.911
1.367,0.403,-0.959,-92.407,-366.150,4.456
1.279,0.635,-1.066,-74.707,-366.455,0.732
1.079,0.744,-1.340,-62.805,-360.474,-6.592
1.003,0.865,-1.727,-59.021,-358.643,-14.648
1.057,1.178,-1.902,-54.871,-363.098,-21.301
0.682,1.287,-1.756,-51.392,-348.145,-33.142
0.058,1.187,-1.460,-76.111,-278.748,-35.706
-0.280,1.185,-1.091,-130.432,-160.828,-9.949
-0.176,1.205,-0.745,-191.040,-35.095,24.414
0.003,1.253,-0.501,-222.900,70.984,54.016
0.152,1.295,-0.374,-212.341,152.527,70.618
0.276,1.281,-0.337,-148.560,203.369,72.937
0.404,1.132,-0.645,-51.697,211.853,65.613
0.486,1.002,-0.821,17.639,155.823,59.326
0.546,1.071,-0.653,55.603,61.829,47.119
0.399,0.989,-0.569,90.515,-33.447,18.738
0.246,0.767,-0.450,115.356,-110.291,-16.602
0.166,0.717,-0.374,126.709,-149.048,-39.124
0.137,0.718,-0.159,127.808,-148.437,-50.232
0.140,0.729,-0.305,126.770,-113.342,-49.866
0.197,0.730,-0.327,103.943,-70.496,-36.926
0.220,0.801,-0.353,62.561,-39.551,-17.395
0.242,0.828,-0.383,27.832,-12.939,-5.066
0.246,0.864,-0.395,1.038,7.812,1.282
0.247,0.902,-0.368,-16.541,22.461,5.981
0.249,0.936,-0.333,-25.940,32.715,11.169
0.251,0.949,-0.305,-25.757,38.940,16.663
0.264,0.951,-0.293,-17.639,39.246,22.095
0.286,0.966,-0.288,-4.395,33.813,25.940
0.284,0.987,-0.256,9.888,23.010,27.283
0.265,0.971,-0.230,24.902,10.254,25.085
0.231,0.930,-0.203,39.734,0.183,20.325
0.197,0.874,-0.175,50.293,-3.906,14.832
0.192,0.830,-0.153,54.199,-1.953,10.010
0.195,0.809,-0.135,49.683,4.578,6.775
0.203,0.821,-0.112,39.001,11.414,4.517
0.213,0.858,-0.094,29.297,15.808,2.380
0.224,0.876,-0.082,23.682,16.968,-0.244
0.229,0.890,-0.061,21.057,16.052,-2.136
0.207,0.863,-0.036,19.653,15.015,-2.869
0.224,0.861,-0.032,18.799,15.564,-1.892
0.237,0.888,-0.031,16.663,15.869,-0.488
0.238,0.903,-0.036,13.794,13.977,-0.488
0.245,0.918,-0.042,12.695,10.193,-1.648
0.235,0.906,-0.035,11.047,5.798,-2.747
0.236,0.899,-0.027,8.728,2.808,-2.808
0.232,0.893,-0.014,5.066,1.343,-2.136
0.228,0.886,-0.009,0.610,0.854,-1.648
0.218,0.900,-0.002,-3.845,0.854,-1.587
0.221,0.918,-0.011,-7.507,0.916,-2.136
0.227,0.931,-0.029,-8.972,0.427,-3.113
0.228,0.968,-0.037,-9.399,-0.244,-3.906
0.234,0.978,-0.062,-9.644,0.000,-4.944
0.239,0.971,-0.072,-10.742,0.427,-5.798
0.237,0.984,-0.077,-12.329,1.160,-5.493
0.243,0.990,-0.088,-12.390,2.319,-5.066
0.245,0.991,-0.090,-12.268,2.991,-4.883
0.236,0.990,-0.093,-11.841,3.723,-5.371
0.241,0.987,-0.098,-10.620,4.517,-6.165
0.252,0.983,-0.098,-9.827,5.310,-6.653
0.253,0.976,-0.097,-10.437,6.348,-7.385
0.257,0.978,-0.094,-11.902,7.385,-8.057
0.272,0.977,-0.107,-12.085,7.568,-9.155
0.277,0.973,-0.113,-12.085,6.531,-10.681
0.271,0.972,-0.113,-10.803,5.920,-11.902
0.263,0.953,-0.114,-10.742,7.080,-12.207
0.271,0.948,-0.117,-12.756,9.399,-12.085
0.271,0.929,-0.115,-15.381,11.902,-11.414
0.271,0.925,-0.113,-17.151,13.367,-10.132
0.267,0.921,-0.109,-20.020,14.648,-9.094
0.262,0.901,-0.115,-22.278,15.808,-7.629
0.260,0.896,-0.098,-21.973,16.357,-4.272
0.269,0.915,-0.112,-18.738,14.893,0.305
0.278,0.929,-0.125,-15.869,10.742,3.784
0.281,0.941,-0.132,-11.719,5.859,5.310
0.275,0.944,-0.138,-6.531,0.854,5.493
0.259,0.931,-0.136,-2.808,-2.136,4.333
0.248,0.917,-0.146,-0.549,-2.747,2.991
0.244,0.903,-0.154,1.099,-1.709,2.502
0.246,0.909,-0.146,1.343,0.122,3.235
0.254,0.925,-0.145,1.099,2.747,4.272
0.264,0.927,-0.140,0.061,5.249,4.639
0.274,0.924,-0.149,-0.671,6.592,4.150
0.279,0.930,-0.150,-0.549,5.676,3.723
0.273,0.929,-0.142,0.488,2.625,3.113
0.262,0.921,-0.128,1.770,-0.793,2.930
0.252,0.923,-0.118,2.869,-3.479,3.540
0.248,0.933,-0.118,3.113,-3.906,4.700
0.247,0.932,-0.127,2.625,-2.869,5.127
0.248,0.929,-0.140,1.892,-1.709,5.005
0.245,0.928,-0.148,1.343,-0.916,4.333
0.242,0.927,-0.159,1.282,-0.549,3.235
0.241,0.933,-0.168,2.014,-0.854,1.892
0.240,0.942,-0.176,3.357,-1.648,-0.244
0.241,0.944,-0.189,5.066,-2.136,-2.502
0.252,0.958,-0.199,7.996,-2.502,-4.089
0.257,0.980,-0.195,10.803,-2.625,-5.371
0.268,0.946,-0.210,13.672,-2.686,-7.874
0.262,0.941,-0.208,15.137,-3.296,-6.531
0.251,0.909,-0.188,15.381,-2.991,-4.700
0.246,0.917,-0.190,14.221,-1.587,-1.343
0.243,0.914,-0.184,12.573,-0.427,1.465
0.240,0.916,-0.179,11.597,0.427,2.625
0.237,0.926,-0.164,10.925,1.404,2.808
0.243,0.918,-0.164,11.475,2.747,2.686
0.248,0.918,-0.167,12.512,3.174,2.991
0.252,0.917,-0.171,13.367,2.686,3.296
0.260,0.929,-0.169,13.916,1.465,3.845
0.259,0.936,-0.171,13.855,0.549,3.967
0.260,0.934,-0.176,13.306,0.427,3.906
0.257,0.937,-0.169,12.451,0.977,4.395
0.249,0.936,-0.159,11.047,2.686,4.944
0.246,0.931,-0.160,9.460,5.188,5.676
0.250,0.930,-0.164,8.057,7.446,6.348
0.252,0.934,-0.165,6.470,8.789,6.653
0.263,0.937,-0.173,5.371,9.033,6.470
0.273,0.942,-0.188,5.615,7.935,5.920
0.274,0.948,-0.195,5.737,5.432,5.127

1.607,0.582,-0.458,51.453,-281.616,4.578
1.521,0.720,-0.620,69.824,-285.034,-14.648
1.415,0.734,-0.965,79.590,-281.982,-32.898
1.415,0.630,-1.479,70.740,-282.959,-49.438
1.480,0.797,-1.720,54.382,-297.791,-65.369
0.892,1.041,-1.600,43.335,-294.617,-87.280
0.115,1.229,-1.407,11.353,-227.844,-97.046
-0.128,1.316,-1.063,-68.237,-97.229,-79.102
-0.137,1.271,-0.751,-157.410,43.762,-52.185
-0.052,1.370,-0.604,-204.956,160.767,-17.212
0.196,1.610,-0.492,-193.054,234.497,7.507
0.462,1.411,-0.282,-119.141,250.000,21.301
0.729,1.363,-0.630,38.940,215.149,31.433
0.919,1.029,-0.970,147.339,134.338,41.077
0.918,0.886,-0.703,152.466,2.380,41.321
0.491,0.621,-0.398,137.634,-114.685,27.893
0.173,0.545,0.245,152.954,-167.603,21.790
0.130,0.577,-0.229,217.896,-127.441,22.278
0.107,0.593,-0.119,175.354,-103.455,21.729
0.145,0.625,-0.147,112.976,-66.895,18.372
0.236,0.728,-0.195,48.889,-31.006,9.705
0.276,0.821,-0.233,-5.615,-3.723,-1.343
0.284,0.884,-0.284,-46.875,13.000,-10.193
0.309,0.935,-0.323,-69.824,21.545,-14.648
0.328,1.015,-0.313,-73.547,22.583,-14.526
0.317,1.067,-0.283,-64.331,19.836,-11.230
0.330,1.076,-0.284,-44.434,14.709,-5.798
0.344,1.076,-0.292,-18.250,6.958,1.221
0.318,1.047,-0.286,7.690,0.000,8.057
0.308,1.035,-0.278,29.114,-3.113,13.489
0.301,1.011,-0.261,42.297,-1.404,16.479
0.278,0.960,-0.241,49.622,1.892,18.127
0.265,0.918,-0.219,52.490,6.287,20.447
0.264,0.894,-0.186,51.392,10.315,23.315
0.243,0.869,-0.152,44.922,13.855,24.963
0.220,0.895,-0.119,37.048,17.151,24.780
0.210,0.904,-0.091,30.029,19.836,22.156
0.208,0.892,-0.073,23.010,22.400,17.578
0.220,0.879,-0.063,15.808,23.254,12.634
0.235,0.891,-0.061,9.766,20.691,8.728
0.233,0.907,-0.050,6.104,14.771,5.615
0.227,0.923,-0.055,4.211,8.667,2.869
0.228,0.921,-0.073,2.136,4.944,0.366
0.236,0.916,-0.084,-1.160,2.686,-1.404
0.228,0.912,-0.088,-4.883,1.831,-1.953
0.217,0.914,-0.084,-8.240,2.319,-1.648
0.224,0.921,-0.093,-10.437,3.662,-0.793
0.228,0.906,-0.114,-11.658,4.700,-0.061
0.233,0.912,-0.128,-11.353,4.761,1.099
0.224,0.932,-0.129,-9.094,4.456,2.441
0.227,0.936,-0.129,-7.385,4.333,3.052
0.226,0.944,-0.136,-6.409,5.127,2.991
0.228,0.953,-0.145,-5.676,7.080,1.770
0.226,0.955,-0.141,-5.432,9.216,-0.732
0.219,0.949,-0.136,-5.127,11.475,-3.601
0.220,0.934,-0.129,-4.822,13.916,-5.737
0.211,0.926,-0.118,-5.371,16.602,-7.507
0.233,0.928,-0.105,-7.385,18.738,-8.667
0.256,0.918,-0.098,-11.353,19.104,-10.193
0.266,0.930,-0.093,-15.320,16.602,-11.292
0.275,0.926,-0.101,-18.555,12.817,-13.855
0.262,0.926,-0.096,-17.334,7.996,-15.625
0.246,0.941,-0.085,-15.869,5.005,-16.968
0.226,0.916,-0.087,-14.038,5.188,-17.090
0.216,0.924,-0.102,-12.451,8.179,-14.221
0.237,0.929,-0.116,-13.489,11.841,-10.376
0.268,0.943,-0.131,-13.977,13.977,-6.165
0.274,0.970,-0.139,-12.634,13.184,-2.930
0.272,0.981,-0.145,-8.301,10.498,-0.671
0.272,0.981,-0.152,-2.747,7.446,0.549
0.266,0.974,-0.152,2.502,5.432,1.465
0.257,0.975,-0.147,7.019,4.639,2.808
0.261,0.971,-0.146,10.315,4.456,3.967
0.252,0.953,-0.144,12.634,4.456,4.456
0.249,0.939,-0.141,12.817,5.005,4.395
0.246,0.933,-0.139,11.353,5.859,3.784
0.250,0.942,-0.128,9.399,6.592,3.479
0.253,0.954,-0.119,6.348,7.080,3.113
0.257,0.960,-0.124,3.296,7.629,2.991
0.253,0.948,-0.123,1.770,7.385,2.747
0.240,0.937,-0.127,1.038,7.080,2.563
0.244,0.923,-0.136,-0.427,6.836,2.441
0.245,0.925,-0.135,-2.258,5.737,2.014
0.239,0.935,-0.139,-2.991,4.089,1.282
0.239,0.942,-0.148,-2.258,2.869,0.854
0.233,0.949,-0.156,-0.549,2.258,0.305
0.235,0.949,-0.157,1.892,2.197,-0.427
0.230,0.943,-0.168,3.845,2.808,-1.709
0.248,0.928,-0.180,5.310,3.540,-3.174
0.260,0.922,-0.179,6.165,2.563,-3.906
0.249,0.929,-0.175,7.019,0.366,-4.211
0.239,0.921,-0.171,8.667,-1.648,-4.639
0.229,0.911,-0.172,10.376,-2.136,-4.883
0.234,0.927,-0.170,12.207,-1.526,-4.089
0.234,0.924,-0.168,13.977,-0.244,-3.113
0.237,0.927,-0.175,15.137,0.671,-1.953
0.238,0.909,-0.183,15.259,1.038,-1.038
0.245,0.903,-0.182,14.526,0.305,0.305
0.241,0.910,-0.168,13.123,-0.549,2.136
0.238,0.921,-0.161,12.024,-0.427,3.601
0.245,0.917,-0.162,11.169,-0.183,4.700
0.254,0.904,-0.169,10.193,0.244,5.371
0.254,0.901,-0.167,8.850,-0.122,5.981
0.248,0.902,-0.166,7.690,-0.610,6.165
0.233,0.896,-0.160,6.775,-1.221,5.554
0.226,0.891,-0.162,6.287,-1.343,4.822
0.214,0.894,-0.153,4.822,-0.488,4.089
0.215,0.900,-0.148,3.113,1.343,3.174
0.222,0.911,-0.149,1.892,3.784,2.441
0.226,0.919,-0.146,1.831,5.554,2.075
0.234,0.928,-0.145,2.686,6.104,2.014
0.242,0.934,-0.152,4.211,5.737,1.953
0.240,0.935,-0.149,5.554,4.211,2.136
0.234,0.940,-0.144,7.202,2.441,2.319
0.234,0.941,-0.143,8.545,1.465,2.380
0.231,0.940,-0.138,8.911,1.587,1.892
0.237,0.932,-0.142,8.789,2.136,1.526
0.241,0.926,-0.144,8.423,2.563,1.465
0.238,0.923,-0.143,7.568,2.747,1.282

1.650,-0.422,-0.688,-270.874,-407.104,84.595
1.815,-0.328,-0.793,-261.292,-416.382,99.792
1.988,-0.258,-0.911,-246.399,-429.810,108.582
2.104,-0.112,-0.993,-220.032,-443.726,112.122
2.115,0.105,-1.066,-184.387,-459.961,108.398
2.002,0.379,-1.101,-137.573,-478.577,94.543
1.875,0.997,-1.358,-77.026,-491.516,68.237
1.751,1.061,-1.947,-32.593,-498.535,27.405
1.907,1.234,-2.215,-11.292,-507.874,-12.024
1.016,1.060,-2.205,-30.823,-475.037,-44.006
-0.161,1.215,-2.092,-113.586,-350.403,-38.879
-0.471,1.584,-1.667,-140.320,-156.555,7.629
-0.306,1.631,-1.287,-156.555,38.452,42.419
-0.065,1.587,-0.964,-239.319,192.505,60.730
0.169,1.751,-0.843,-286.682,302.673,83.984
0.334,1.820,-0.325,-193.726,360.657,74.829
0.575,1.401,-0.729,-4.822,383.423,34.546
0.754,0.860,-1.343,132.935,307.434,20.020
0.827,0.874,-0.964,153.931,122.864,33.264
0.447,0.790,-0.569,163.208,-49.377,40.833
0.224,0.613,-0.291,177.490,-142.029,38.818
0.147,0.508,0.102,190.186,-161.499,23.499
0.042,0.460,0.011,214.355,-112.732,2.625
0.071,0.477,-0.203,209.045,-45.715,-13.672
0.166,0.479,-0.140,136.108,-18.738,-25.208
0.265,0.590,-0.220,81.543,1.343,-24.597
0.293,0.688,-0.235,24.780,11.841,-20.020
0.279,0.799,-0.245,-28.015,23.865,-17.944
0.265,0.890,-0.275,-61.707,35.767,-18.677
0.284,0.970,-0.289,-75.500,41.260,-17.395
0.277,1.035,-0.294,-74.158,39.001,-9.094
0.272,1.085,-0.244,-66.284,27.527,3.723
0.260,1.099,-0.223,-46.631,15.076,13.855
0.244,1.062,-0.251,-19.226,4.089,17.212
0.221,1.014,-0.284,6.042,-5.676,16.724
0.205,0.995,-0.263,22.705,-12.878,15.869
0.193,0.969,-0.246,33.936,-13.611,14.709
0.190,0.945,-0.243,42.114,-9.644,13.489
0.193,0.914,-0.216,44.617,-5.005,12.512
0.185,0.901,-0.192,41.931,1.160,12.390
0.182,0.891,-0.161,35.706,8.789,12.451
0.190,0.893,-0.151,28.320,15.442,12.390
0.199,0.907,-0.141,21.118,18.494,11.902
0.194,0.916,-0.132,14.343,18.311,10.437
0.194,0.940,-0.121,8.911,16.785,8.179
0.194,0.957,-0.106,5.615,15.747,5.920
0.190,0.962,-0.115,4.761,15.686,4.395
0.199,0.963,-0.117,4.578,13.367,4.333
0.204,0.954,-0.132,4.517,9.521,5.859
0.200,0.962,-0.124,3.479,5.005,8.118
0.200,0.961,-0.135,3.235,1.709,9.399
0.196,0.949,-0.143,3.723,-0.977,9.521
0.189,0.928,-0.153,3.113,-2.136,8.850
0.195,0.905,-0.173,1.099,-1.282,7.751
0.195,0.912,-0.177,-2.686,-0.305,6.653
0.190,0.924,-0.182,-6.531,0.732,5.127
0.187,0.936,-0.184,-8.728,1.953,3.296
0.181,0.944,-0.169,-10.071,3.296,1.404
0.188,0.946,-0.177,-9.338,5.127,0.061
0.196,0.953,-0.178,-8.484,5.859,-1.099
0.200,0.946,-0.175,-8.667,5.798,-2.319
0.208,0.957,-0.189,-8.240,6.104,-3.052
0.207,0.950,-0.186,-8.667,4.700,-3.906
0.195,0.934,-0.181,-9.399,2.563,-4.578
0.187,0.953,-0.183,-8.850,2.380,-5.127
0.194,0.957,-0.155,-13.550,4.272,-7.812
0.209,0.967,-0.177,-16.296,6.042,-10.925
0.217,0.956,-0.156,-19.165,8.606,-14.160
0.220,0.976,-0.180,-18.677,10.071,-15.503
0.219,0.955,-0.185,-19.287,9.644,-17.334
0.215,0.966,-0.182,-18.127,8.911,-17.700
0.214,0.948,-0.185,-18.494,9.216,-18.738
0.219,0.947,-0.191,-14.343,11.292,-17.212
0.205,0.909,-0.207,-11.780,13.123,-15.625
0.217,0.896,-0.209,-12.024,14.099,-13.489
0.224,0.904,-0.201,-11.353,15.503,-9.033
0.220,0.902,-0.207,-8.972,16.418,-4.333
0.224,0.905,-0.207,-7.263,16.235,0.000
0.240,0.895,-0.210,-6.104,15.076,4.028
0.235,0.894,-0.207,-5.554,12.451,7.935
0.220,0.903,-0.197,-3.296,8.911,11.169
0.204,0.902,-0.199,0.183,5.615,12.817
0.189,0.903,-0.193,4.456,2.441,13.000
0.176,0.902,-0.188,8.606,0.671,12.695
0.167,0.882,-0.191,11.230,-0.061,11.963
0.165,0.894,-0.192,11.230,0.366,11.902
0.164,0.904,-0.196,10.315,1.404,10.620
0.172,0.911,-0.197,9.583,1.892,8.301
0.180,0.922,-0.202,9.155,1.770,5.432
0.190,0.927,-0.202,9.094,1.465,2.014
0.189,0.927,-0.203,9.399,1.099,-1.160
0.200,0.916,-0.209,9.277,0.854,-2.747
0.202,0.910,-0.211,8.789,0.305,-2.441
0.198,0.914,-0.211,7.874,-0.244,-1.343
0.183,0.927,-0.204,7.202,-0.427,-0.366
0.184,0.926,-0.206,7.446,0.183,0.000
0.183,0.917,-0.213,7.874,0.793,-0.122
0.176,0.915,-0.210,8.423,0.610,-0.183
0.175,0.921,-0.215,8.972,0.671,-0.793
0.177,0.926,-0.218,9.888,0.916,-1.770
0.180,0.927,-0.225,11.292,0.793,-3.113
0.188,0.930,-0.230,13.428,-0.122,-4.700
0.192,0.932,-0.234,16.663,-0.793,-7.202
0.199,0.901,-0.231,20.081,-1.892,-10.986
0.202,0.903,-0.235,22.339,-2.197,-12.695
0.208,0.897,-0.231,24.780,-1.831,-13.794
0.213,0.878,-0.225,26.306,-1.465,-15.015
0.212,0.886,-0.225,26.733,0.366,-12.329
0.200,0.890,-0.211,25.513,1.953,-9.155
0.202,0.885,-0.204,23.865,3.967,-5.615
0.198,0.886,-0.200,21.912,5.676,-2.747
0.197,0.884,-0.194,19.470,7.202,-0.671
0.207,0.890,-0.192,16.724,7.751,0.671
0.216,0.901,-0.192,14.771,6.775,1.709
0.217,0.925,-0.179,13.367,4.883,1.526
0.213,0.936,-0.168,12.817,3.845,0.366
0.211,0.941,-0.165,13.428,3.723,-1.099
0.205,0.944,-0.160,13.794,3.662,-1.831
0.201,0.943,-0.156,13.611,3.723,-2.441

2.224,-0.107,-0.514,-182.312,-402.039,101.563
2.267,-0.094,-0.643,-163.208,-419.373,105.713
2.196,-0.052,-0.769,-150.940,-434.814,108.826
1.986,0.040,-0.945,-141.113,-447.876,109.741
1.767,0.205,-1.006,-133.667,-455.322,107.300
1.614,0.552,-1.333,-119.568,-448.853,97.839
1.528,0.557,-1.914,-120.789,-438.538,79.712
1.784,0.801,-2.233,-122.559,-439.880,57.495
1.129,0.965,-2.265,-135.559,-419.434,20.264
0.054,1.277,-2.052,-162.964,-326.294,3.296
-0.303,1.437,-1.651,-171.814,-166.260,15.320
-0.320,1.330,-1.212,-212.341,9.399,22.156
-0.194,1.344,-0.969,-268.372,159.790,32.654
0.041,1.720,-0.870,-223.938,261.902,45.166
0.374,1.659,-0.581,-113.770,311.340,21.973
0.592,1.071,-0.961,38.086,314.453,-15.442
0.819,0.830,-1.229,145.203,236.694,-14.282
0.844,0.889,-0.856,169.617,95.825,4.822
0.611,0.808,-0.563,181.702,-12.573,13.977
0.408,0.617,-0.367,182.861,-71.167,13.245
0.274,0.522,0.000,178.772,-89.417,10.559
0.184,0.496,-0.197,191.895,-59.814,11.719
0.194,0.452,-0.148,162.659,-28.137,15.015
0.203,0.546,-0.194,107.605,-11.230,23.376
0.239,0.642,-0.226,51.514,5.859,28.320
0.245,0.699,-0.268,-3.601,20.142,22.766
0.232,0.776,-0.302,-42.358,31.738,12.207
0.231,0.839,-0.312,-62.988,37.048,2.075
0.242,0.935,-0.329,-67.871,35.889,-3.845
0.250,0.988,-0.299,-64.392,28.931,-6.592
0.263,1.049,-0.272,-47.485,18.921,-8.179
0.269,1.054,-0.281,-24.780,10.742,-9.399
0.275,1.033,-0.309,-1.892,2.319,-8.850
0.274,1.015,-0.323,15.503,-6.104,-5.859
0.261,0.991,-0.315,26.489,-12.085,-2.197
0.245,0.938,-0.286,32.349,-14.343,2.563
0.223,0.904,-0.260,34.241,-11.841,8.118
0.213,0.906,-0.226,30.884,-4.395,12.756
0.224,0.905,-0.218,24.597,5.188,15.991
0.233,0.919,-0.219,17.029,12.817,17.456
0.229,0.937,-0.205,8.972,15.503,17.395
0.225,0.957,-0.186,3.845,15.442,14.648
0.215,0.941,-0.179,2.441,14.038,10.315
0.209,0.916,-0.169,2.869,11.780,6.775
0.220,0.895,-0.161,3.296,8.545,4.883
0.222,0.871,-0.171,2.930,4.578,3.662
0.195,0.880,-0.152,0.916,0.854,2.502
0.187,0.891,-0.153,0.488,-0.427,1.343
0.195,0.900,-0.172,1.953,0.549,0.488
0.203,0.908,-0.178,2.014,0.977,-0.427
0.214,0.914,-0.180,2.136,2.197,-1.526
0.219,0.923,-0.186,1.465,3.418,-2.380
0.236,0.926,-0.207,0.610,3.967,-3.052
0.240,0.933,-0.216,-1.160,2.808,-3.601
0.239,0.951,-0.213,-2.930,1.587,-4.150
0.245,0.957,-0.226,-3.784,1.587,-4.822
0.256,0.957,-0.243,-5.005,1.343,-5.676
0.251,0.951,-0.242,-7.751,0.366,-5.981
0.238,0.940,-0.231,-10.376,-1.160,-5.249
0.240,0.929,-0.237,-10.742,-1.953,-3.967
0.238,0.926,-0.242,-11.230,-0.732,-2.136
0.237,0.934,-0.239,-13.367,1.587,-0.610
0.235,0.927,-0.254,-15.137,4.883,-0.488
0.226,0.935,-0.225,-19.775,6.897,-2.258
0.227,0.939,-0.236,-19.592,9.338,-4.883
0.222,0.918,-0.245,-17.456,12.146,-7.874
0.228,0.924,-0.237,-16.174,13.184,-10.437
0.239,0.940,-0.277,-15.747,14.404,-14.160
0.238,0.883,-0.231,-17.090,15.137,-19.104
0.245,0.898,-0.246,-15.381,15.808,-20.569
0.250,0.882,-0.255,-17.029,17.456,-21.484
0.259,0.903,-0.272,-20.691,19.226,-21.301
0.264,0.870,-0.263,-25.024,20.447,-20.813
0.266,0.886,-0.260,-22.400,18.066,-16.541
0.255,0.895,-0.256,-14.832,13.794,-8.789
0.251,0.882,-0.260,-8.606,9.888,-2.014
0.239,0.877,-0.263,-2.136,6.592,3.906
0.237,0.884,-0.261,1.099,5.554,7.202
0.239,0.902,-0.264,2.869,6.165,9.155
0.235,0.927,-0.259,5.127,6.470,10.315
0.239,0.922,-0.255,7.568,5.798,10.071
0.240,0.904,-0.262,9.155,4.395,9.399
0.247,0.885,-0.266,9.033,2.930,9.705
0.250,0.881,-0.275,7.141,2.014,10.925
0.241,0.885,-0.276,4.517,1.221,11.902
0.233,0.912,-0.278,2.014,1.038,12.207
0.226,0.929,-0.282,0.305,0.793,10.742
0.227,0.936,-0.292,0.488,1.038,8.118
0.222,0.926,-0.300,1.831,1.282,5.066
0.215,0.930,-0.299,3.906,1.770,3.113
0.216,0.934,-0.293,6.165,2.686,2.075
0.222,0.931,-0.287,7.690,4.456,1.465
0.224,0.929,-0.289,9.094,6.470,1.221
0.236,0.912,-0.293,10.254,7.996,1.221
0.233,0.914,-0.293,11.353,7.874,1.526
0.233,0.919,-0.298,13.489,6.897,1.404
0.235,0.913,-0.306,16.174,5.920,0.610
0.233,0.907,-0.312,18.433,4.761,-0.671
0.228,0.896,-0.308,20.203,4.150,-2.075
0.225,0.895,-0.301,21.240,4.395,-3.479
0.228,0.904,-0.292,21.423,5.798,-4.333
0.225,0.881,-0.292,20.996,7.690,-5.737
0.223,0.877,-0.276,20.874,9.277,-5.859
0.220,0.874,-0.271,21.606,10.437,-4.395
0.216,0.879,-0.269,21.729,11.292,-2.319
0.211,0.895,-0.253,21.118,11.353,0.732
0.213,0.895,-0.255,20.813,11.230,3.296
0.213,0.902,-0.256,20.630,10.559,5.127
0.214,0.906,-0.253,20.142,8.972,6.287
0.224,0.908,-0.252,20.081,7.629,6.958
0.233,0.910,-0.248,20.569,6.897,7.751
0.237,0.920,-0.249,20.508,6.897,7.874
